"Date","Flow","Flow2","bg_fry","bg_juv","bg_adult","cc_fry","cc_juv","cc_spawn","cc_adult","gd_juv","gd_spawn","gd_adult","gs_fry","gs_juv","gs_spawn","gs_adult","smb_fry","smb_juv","smb_spawn","smb_inc","smb_adult","ws_fry","ws_juv","ws_spawn","ws_adult","month"
"X1780.597.2",1968-11-07,1780.597,1215.942,-48.1122,-25.24379,-68.46187,-10.6694,-16.28693,-24.76113,-24.83024,43.65529,-13.81332,11.3524,-37.62234,1.727238,-54.18827,4.009932,-65.57678,-24.50545,-50.61847,-24.99354,-31.43475,-43.51133,-10.39884,8.64465,-10.69965,"Nov"
"X1932.203.2",1974-11-05,1932.203,1367.548,-38.53875,-10.70194,-63.46756,-7.188922,-15.25988,-46.35479,-28.28077,50.91562,-11.02659,3.171985,-29.12407,-13.90882,-44.53091,-17.87317,-60.42309,-14.93324,-43.56008,-29.27791,-32.6384,-31.09911,-8.464633,26.07713,-9.085749,"Nov"
"X1717.17.3",1986-11-01,1717.17,1152.515,-52.00274,-32.97943,-69.60496,-12.94917,-17.01433,-14.26374,-20.88557,39.03795,-15.72838,12.80135,-42.28725,7.969354,-57.17471,12.41434,-66.19184,-29.89757,-53.00676,-23.22131,-29.48437,-48.89011,-11.8402,-0.4262508,-12.66692,"Nov"
"X1943.032.2",1986-11-02,1943.032,1378.377,-37.9035,-9.764088,-63.11294,-6.982271,-15.20383,-47.54091,-28.37628,51.45587,-10.84292,2.589683,-28.60204,-14.85855,-43.85584,-19.18844,-60.03838,-14.33699,-43.07494,-29.52186,-32.66725,-30.27032,-8.369131,27.29136,-9.035387,"Nov"
"X1912.092.2",1986-11-03,1912.092,1347.437,-39.73532,-12.43585,-64.155,-7.573705,-15.36483,-44.04638,-28.09969,49.93623,-11.37026,4.262128,-30.1047,-12.10471,-45.80657,-15.35661,-61.1643,-16.04335,-44.48049,-28.81395,-32.58382,-32.64971,-8.642533,23.87259,-9.179709,"Nov"
"X1901.263",1986-11-04,1901.263,1336.608,-40.38887,-13.36531,-64.54165,-7.781438,-15.4218,-42.74276,-28.00012,49.42133,-11.5567,4.853876,-30.63883,-11.11085,-46.50557,-13.96009,-61.57854,-16.64262,-44.98688,-28.55805,-32.55388,-33.49087,-8.738617,22.71187,-9.230537,"Nov"
"X1435.616.2",1991-11-01,1435.616,870.961,-71.16784,-68.93314,-77.12741,-24.02555,-27.73447,17.57626,0.1517165,19.68861,-22.17108,9.375626,-66.92017,30.77304,-66.26178,36.4722,-64.30507,-57.07546,-61.19378,-17.15571,-13.67401,-73.74262,-20.96751,-37.14274,-26.35991,"Nov"
"X1383.018.2",1991-11-02,1383.018,818.363,-75.33667,-76.23696,-75.37942,-25.95728,-31.5879,9.235063,5.22342,18.14586,-23.07004,8.629005,-71.62019,33.23544,-66.55049,38.34247,-65.22496,-62.48074,-61.41361,-17.0561,-10.47103,-79.14202,-23.50615,-43.05882,-30.11477,"Nov"
"X1452.633.1",1991-11-03,1452.633,887.978,-69.93776,-66.69667,-77.61754,-23.41289,-26.51511,20.38786,-1.429717,20.20418,-21.88868,9.621709,-65.50178,29.95942,-66.17798,35.84349,-64.04422,-55.41029,-61.12919,-17.18697,-14.67232,-72.14323,-20.15712,-35.24828,-25.16172,"Nov"
"X1366.001.4",1991-11-04,1366.001,801.346,-76.81867,-78.73553,-74.72352,-26.59488,-32.8627,6.643813,6.926481,17.66253,-23.36963,8.391876,-73.25232,34.01557,-66.65491,38.92504,-65.56602,-64.3184,-61.49211,-17.02287,-9.395004,-81.05368,-24.33859,-44.99266,-31.3465,"Nov"
"X1355.172.5",1991-11-05,1355.172,790.517,-77.32639,-79.71421,-74.1382,-27.56385,-33.56524,7.279958,7.877188,16.45601,-23.51913,7.428271,-73.70183,34.38624,-66.3224,39.26558,-64.4812,-65.03495,-61.24516,-16.26098,-9.004242,-81.48812,-25.81891,-45.94279,-32.20476,"Nov"
"X1384.565.4",1991-11-06,1384.565,819.91,-75.2054,-76.01324,-75.43661,-25.89963,-31.4727,9.473157,5.070146,18.19017,-23.04302,8.650668,-71.47466,33.16412,-66.54128,38.28898,-65.19512,-62.31592,-61.40666,-17.05909,-10.56786,-78.97249,-23.43074,-42.8835,-30.00321,"Nov"
"X1393.847.5",1991-11-07,1393.847,829.192,-74.42944,-74.68263,-75.77174,-25.55479,-30.78391,10.91071,4.155846,18.45737,-22.88166,8.781018,-70.61117,32.73484,-66.48703,37.96614,-65.0199,-61.33463,-61.36564,-17.07698,-11.14542,-77.96974,-22.97926,-41.83327,-29.33529,"Nov"
"X1516.06.5",1991-11-08,1516.06,951.405,-65.29122,-57.95722,-75.9313,-20.94347,-22.08246,22.89078,-7.363703,23.32944,-22.10589,11.3971,-59.25768,24.87085,-65.42575,33.1153,-66.18903,-48.61345,-60.30362,-18.81106,-19.02897,-66.4908,-17.17538,-27.2001,-20.81663,"Nov"
"X1319.591",1991-11-09,1319.591,754.936,-78.87965,-82.74623,-71.91414,-31.05497,-35.85405,10.34881,11.0108,12.15927,-23.99983,3.924321,-74.95422,35.53137,-64.93674,40.34607,-59.86862,-67.24354,-60.22602,-13.35388,-7.831496,-82.60503,-31.17216,-48.95246,-35.0841,"Nov"
"X1344.343.1",1991-11-10,1344.343,779.688,-77.78199,-80.61783,-73.50179,-28.61869,-34.25621,8.227009,8.817884,15.13373,-23.66385,6.354944,-74.07282,34.73731,-65.91904,39.59872,-63.1537,-65.69478,-60.94682,-15.38606,-8.652248,-81.8163,-27.44028,-46.8554,-33.07673,"Nov"
"X1291.745.2",1991-11-11,1291.745,727.09,-80.21755,-85.25123,-69.86804,-33.83855,-37.683,12.667,13.55148,8.890426,-24.3867,1.226998,-76.0054,36.41099,-63.71895,41.16409,-55.69014,-69.05664,-59.34361,-11.01228,-6.880236,-83.56268,-35.41409,-51.33031,-37.36652,"Nov"
"X1509.872.3",1991-11-12,1509.872,945.217,-65.75064,-58.90583,-76.09975,-21.25119,-22.50745,24.1046,-6.7714,22.83446,-22.17039,11.2498,-59.91978,25.68653,-65.51748,33.90309,-65.85055,-49.37153,-60.40332,-18.56202,-18.45485,-67.07593,-17.46519,-28.20057,-21.24303,"Nov"
"X1557.829.3",1991-11-13,1557.829,993.174,-62.33391,-51.59855,-74.90469,-18.87495,-19.25561,15.35688,-11.25612,26.80088,-21.6719,12.3997,-54.91687,19.41597,-64.84225,27.87923,-68.25882,-43.55076,-59.66624,-20.44564,-22.73881,-62.67021,-15.23624,-20.2896,-17.96165,"Nov"
"X1687.777.2",1991-11-14,1687.777,1123.122,-53.70384,-36.3096,-70.4013,-14.01502,-17.34614,-9.704624,-19.25901,36.54177,-16.85117,12.75479,-44.43105,9.958004,-58.44825,15.12588,-66.56123,-32.30555,-54.12098,-22.7684,-28.41294,-51.23374,-12.42114,-4.261812,-13.57924,"Nov"
"X1769.768.2",1991-11-15,1769.768,1205.113,-48.8436,-26.68072,-68.57604,-11.05649,-16.41485,-22.78661,-24.06865,43.05902,-14.04788,11.88099,-38.44777,3.136041,-54.76526,5.889463,-65.65894,-25.47296,-51.04164,-24.54743,-31.15168,-44.51832,-10.68128,6.979749,-11.0379,"Nov"
"X1827.007.3",1991-11-16,1827.007,1262.352,-45.05339,-19.66122,-67.55642,-9.216195,-15.82145,-32.44592,-27.27565,46.10791,-12.86204,9.003638,-34.42109,-3.838299,-51.54128,-3.514682,-64.745,-20.78058,-48.67839,-26.67893,-32.33762,-39.3789,-9.403023,15.21391,-9.583549,"Nov"
"X1896.622.4",1991-11-17,1896.622,1331.967,-40.67098,-13.76277,-64.71107,-7.870583,-15.44632,-42.17035,-27.957,49.20327,-11.6369,5.10851,-30.86907,-10.67999,-46.80778,-13.35239,-61.75946,-16.89977,-45.20627,-28.44705,-32.54094,-33.8527,-8.779858,22.21992,-9.25237,"Nov"
"X1783.691.2",1991-11-18,1783.691,1219.036,-47.90466,-24.83242,-68.43004,-10.55893,-16.25051,-25.31008,-25.04559,43.82732,-13.74654,11.20194,-37.38778,1.329301,-54.02482,3.481286,-65.55377,-24.22934,-50.49885,-25.11947,-31.51489,-43.2246,-10.31825,9.124717,-10.60321,"Nov"
"X1661.478.2",1991-11-19,1661.478,1096.823,-55.30036,-39.31288,-71.18023,-14.97321,-17.64791,-5.300677,-17.76142,34.4189,-17.8594,12.71354,-46.40943,11.75606,-59.65554,17.59382,-66.92173,-34.48602,-55.17288,-22.3509,-27.41075,-53.405,-12.94611,-7.595822,-14.40306,"Nov"
"X1568.658.5",1991-11-20,1568.658,1004.003,-61.5773,-50.09519,-74.57831,-18.38975,-18.75146,13.29418,-12.13098,27.65918,-21.44557,12.57098,-53.88694,18.24768,-64.51849,26.63485,-68.4852,-42.38437,-59.36754,-20.77697,-23.50202,-61.68585,-14.83907,-18.67813,-17.3689,"Nov"
"X1709.435.2",1991-11-21,1709.435,1144.78,-52.44223,-33.8531,-69.80749,-13.22914,-17.1011,-13.09873,-20.46224,38.36785,-16.02344,12.78905,-42.8447,8.490559,-57.50247,13.12319,-66.28587,-30.52831,-53.29397,-23.10349,-29.20721,-49.4986,-11.9925,-1.447078,-12.90615,"Nov"
"X1924.468.5",1998-11-01,1924.468,1359.813,-38.99636,-11.37002,-63.7274,-7.336761,-15.30011,-45.48365,-28.2117,50.5353,-11.15837,3.589922,-29.49951,-13.22123,-45.01813,-16.91684,-60.70397,-15.35977,-43.91105,-29.10116,-32.61756,-31.69373,-8.532973,25.22157,-9.121821,"Nov"
"X1777.503.5",1998-11-02,1777.503,1212.848,-48.32038,-25.65479,-68.49405,-10.77993,-16.3234,-24.20553,-24.6139,43.48401,-13.88021,11.50311,-37.85746,2.127196,-54.35234,4.542262,-65.59999,-24.78171,-50.73865,-24.86694,-31.35428,-43.79849,-10.47948,8.16654,-10.79618,"Nov"
"X1726.452.2",1998-11-03,1726.452,1161.797,-51.48282,-31.93354,-69.36817,-12.61369,-16.91072,-15.63063,-21.38921,39.85497,-15.37471,12.81616,-41.6245,7.345897,-56.78807,11.56812,-66.08184,-29.14344,-52.66756,-23.36144,-29.81259,-48.16751,-11.658,0.8097764,-12.38064,"Nov"
"X1901.263.3",1998-11-05,1901.263,1336.608,-40.38887,-13.36531,-64.54165,-7.781438,-15.4218,-42.74276,-28.00012,49.42133,-11.5567,4.853876,-30.63883,-11.11085,-46.50557,-13.96009,-61.57854,-16.64262,-44.98688,-28.55805,-32.55388,-33.49087,-8.738617,22.71187,-9.230537,"Nov"
"X1715.623.2",1998-11-06,1715.623,1150.968,-52.09018,-33.15401,-69.64508,-13.00513,-17.03165,-14.03265,-20.80117,38.90316,-15.78737,12.79889,-42.39836,8.073474,-57.23985,12.55584,-66.21047,-30.02355,-53.06387,-23.19782,-29.42921,-49.01134,-11.87063,-0.6310811,-12.71471,"Nov"
"X1861.041.5",1998-11-07,1861.041,1296.386,-42.87487,-16.79228,-66.08975,-8.556355,-15.6363,-37.48477,-27.61707,47.58127,-12.25786,7.081449,-32.66113,-7.274579,-49.17912,-8.500406,-63.21844,-18.87776,-46.93721,-27.56827,-32.4392,-36.65387,-9.097295,18.5541,-9.420774,"Nov"
"X1856.4.6",1998-11-09,1856.4,1291.745,-43.16781,-17.18515,-66.2807,-8.646109,-15.66135,-36.83191,-27.57147,47.37599,-12.33965,7.341527,-32.89845,-6.816617,-49.4957,-7.841206,-63.41867,-19.13661,-47.16958,-27.4499,-32.4256,-37.02281,-9.138865,18.08931,-9.442873,"Nov"
"X1720.264.2",1998-11-10,1720.264,1155.609,-51.82854,-32.63049,-69.52528,-12.83728,-16.97973,-14.72309,-21.05398,39.30871,-15.61044,12.80628,-42.06559,7.761295,-57.04503,12.13174,-66.15484,-29.64586,-52.89304,-23.26817,-29.59431,-48.64833,-11.77941,-0.01558689,-12.57139,"Nov"
"X1946.126.5",1998-11-14,1946.126,1381.471,-37.72315,-9.495589,-63.01353,-6.923297,-15.18787,-47.87285,-28.40331,51.61193,-10.79061,2.423909,-28.45366,-15.12717,-43.66446,-19.55928,-59.93024,-14.16683,-42.93765,-29.59082,-32.67543,-30.0343,-8.341882,27.64186,-9.021028,"Nov"
"X1938.391.4",1998-11-15,1938.391,1373.736,-38.17498,-10.16638,-63.26364,-7.07079,-15.22781,-47.03726,-28.33551,51.22321,-10.92152,2.838841,-28.82526,-14.45335,-44.14416,-18.62808,-60.20206,-14.5924,-43.28198,-29.4178,-32.65493,-30.62499,-8.410036,26.7686,-9.056951,"Nov"
"X1827.007.4",1998-11-16,1827.007,1262.352,-45.05339,-19.66122,-67.55642,-9.216195,-15.82145,-32.44592,-27.27565,46.10791,-12.86204,9.003638,-34.42109,-3.838299,-51.54128,-3.514682,-64.745,-20.78058,-48.67839,-26.67893,-32.33762,-39.3789,-9.403023,15.21391,-9.583549,"Nov"
"X1709.435.3",1998-11-17,1709.435,1144.78,-52.44223,-33.8531,-69.80749,-13.22914,-17.1011,-13.09873,-20.46224,38.36785,-16.02344,12.78905,-42.8447,8.490559,-57.50247,13.12319,-66.28587,-30.52831,-53.29397,-23.10349,-29.20721,-49.4986,-11.9925,-1.447078,-12.90615,"Nov"
"X1762.033.5",1998-11-18,1762.033,1197.378,-49.37084,-27.7044,-68.66031,-11.33343,-16.50669,-21.32336,-23.51704,42.63857,-14.2162,12.26045,-39.04167,4.157866,-55.18213,7.260555,-65.71924,-26.1651,-51.34829,-24.22356,-30.94702,-45.24092,-10.8834,5.804933,-11.2802,"Nov"
"X1831.648.6",1998-11-19,1831.648,1266.993,-44.75214,-19.27165,-67.34701,-9.125992,-15.796,-33.1688,-27.32318,46.30454,-12.77906,8.73947,-34.17839,-4.317711,-51.21355,-4.215769,-64.52863,-20.52048,-48.4358,-26.80317,-32.35172,-39.00464,-9.361212,15.66024,-9.561254,"Nov"
"X1887.34.3",1998-11-20,1887.34,1322.685,-41.23885,-14.55608,-65.05683,-8.049082,-15.49553,-40.99983,-27.86993,48.77172,-11.79785,5.619637,-31.33195,-9.809217,-47.41705,-12.12002,-62.12758,-17.41466,-45.64939,-28.22259,-32.51482,-34.57881,-8.862453,21.24576,-9.296129,"Nov"
"X1868.776.3",1998-11-21,1868.776,1304.121,-42.38949,-16.13633,-65.77743,-8.406923,-15.5947,-38.5505,-27.6924,47.92655,-12.12195,6.6494,-32.26745,-8.030633,-48.65528,-9.585184,-62.89,-18.44678,-46.55338,-27.76359,-32.46169,-36.04081,-9.028098,19.33546,-9.384012,"Nov"
"X1867.229.2",1998-11-22,1867.229,1302.574,-42.48628,-16.26764,-65.83931,-8.436793,-15.603,-38.33955,-27.6774,47.85718,-12.14909,6.735668,-32.346,-7.880138,-48.75967,-9.369601,-62.95517,-18.53294,-46.62981,-27.72473,-32.45721,-36.16324,-9.041929,19.17851,-9.391357,"Nov"
"X1771.315.3",1998-11-23,1771.315,1206.66,-48.73864,-26.47572,-68.55946,-11.00115,-16.39653,-23.07387,-24.1782,43.14365,-14.01429,11.80528,-38.32942,2.933241,-54.68236,5.618132,-65.64704,-25.33464,-50.98076,-24.61167,-31.19236,-44.37413,-10.6409,7.216143,-10.98951,"Nov"
"X1802.255.4",1998-11-24,1802.255,1237.6,-46.67249,-22.35661,-68.24599,-9.897358,-16.03333,-28.47057,-26.31723,44.87537,-13.348,10.30444,-35.99227,-1.016699,-53.05693,0.3846932,-65.4199,-22.57562,-49.79289,-25.8611,-31.98912,-41.51346,-9.835777,12.04691,-10.02647,"Nov"
"X1811.537.5",1998-11-25,1811.537,1246.882,-46.0647,-21.11378,-68.1582,-9.567354,-15.92556,-29.97002,-26.94019,45.40983,-13.15011,9.859041,-35.30202,-2.163607,-52.58107,-1.116834,-65.35553,-21.75065,-49.44728,-26.22319,-32.22204,-40.66373,-9.595205,13.53542,-9.739319,"Nov"
"X1904.357.8",1998-11-30,1904.357,1339.702,-40.20148,-13.10005,-64.42995,-7.722047,-15.40549,-43.11974,-28.02872,49.56758,-11.50333,4.684463,-30.48578,-11.39644,-46.30497,-14.36214,-61.45907,-16.47129,-44.84141,-28.63161,-32.56248,-33.25009,-8.711143,23.04166,-9.215998,"Nov"
"X1395.394.4",2001-11-01,1395.394,830.739,-74.30202,-74.4628,-75.82629,-25.49749,-30.66951,11.15181,4.004347,18.50213,-22.85489,8.802806,-70.46885,32.66306,-66.47814,37.91202,-64.99132,-61.17235,-61.35891,-17.07995,-11.24112,-77.80497,-22.90418,-41.65851,-29.22421,"Nov"
"X1446.445.6",2001-11-02,1446.445,881.79,-70.37889,-67.50312,-77.44305,-23.63499,-26.957,19.35883,-0.8578996,20.01574,-21.99091,9.531963,-66.01213,30.25626,-66.20796,36.0735,-64.13723,-56.01128,-61.15234,-17.17566,-14.31138,-72.71713,-20.45119,-35.93608,-25.5965,"Nov"
"X1494.402.7",2001-11-03,1494.402,929.747,-66.89341,-61.1551,-76.61343,-21.93768,-23.57685,25.50374,-5.305016,21.8167,-22.18237,10.8209,-61.53191,27.37353,-65.73584,35.20282,-65.07721,-51.1553,-60.64466,-18.01202,-17.18852,-68.48386,-18.19016,-30.43598,-22.30227,"Nov"
"X1557.829.5",2001-11-04,1557.829,993.174,-62.33391,-51.59855,-74.90469,-18.87495,-19.25561,15.35688,-11.25612,26.80088,-21.6719,12.3997,-54.91687,19.41597,-64.84225,27.87923,-68.25882,-43.55076,-59.66624,-20.44564,-22.73881,-62.67021,-15.23624,-20.2896,-17.96165,"Nov"
"X1438.71.1",2001-11-05,1438.71,874.055,-70.94018,-68.5221,-77.21896,-23.91371,-27.51179,18.08322,-0.1379142,19.78173,-22.11944,9.420201,-66.65877,30.62573,-66.24622,36.35877,-64.25644,-56.76978,-61.18181,-17.16143,-13.85686,-73.44682,-20.81977,-36.79759,-26.14146,"Nov"
"X1441.804.2",2001-11-06,1441.804,877.149,-70.71433,-68.11304,-77.30941,-23.80208,-27.28955,18.59205,-0.4266075,19.87513,-22.06793,9.46485,-66.39894,30.47815,-66.23081,36.24496,-64.20835,-56.46541,-61.16995,-17.16713,-14.03912,-73.15328,-20.67221,-36.45275,-25.92327,"Nov"
"X1438.71.2",2001-11-07,1438.71,874.055,-70.94018,-68.5221,-77.21896,-23.91371,-27.51179,18.08322,-0.1379142,19.78173,-22.11944,9.420201,-66.65877,30.62573,-66.24622,36.35877,-64.25644,-56.76978,-61.18181,-17.16143,-13.85686,-73.44682,-20.81977,-36.79759,-26.14146,"Nov"
"X1446.445.7",2001-11-08,1446.445,881.79,-70.37889,-67.50312,-77.44305,-23.63499,-26.957,19.35883,-0.8578996,20.01574,-21.99091,9.531963,-66.01213,30.25626,-66.20796,36.0735,-64.13723,-56.01128,-61.15234,-17.17566,-14.31138,-72.71713,-20.45119,-35.93608,-25.5965,"Nov"
"X1421.693.1",2001-11-09,1421.693,857.038,-72.21522,-70.80759,-76.70113,-24.53124,-28.74195,15.31789,1.466779,19.27286,-22.40516,9.175949,-68.11641,31.43249,-66.33362,36.97782,-64.53089,-58.46745,-61.24887,-17.12978,-12.8437,-75.10222,-21.6345,-38.69983,-27.34624,"Nov"
"X1412.411.1",2001-11-10,1412.411,847.756,-72.93505,-72.08024,-76.40326,-24.87061,-29.41857,13.83282,2.354295,18.99869,-22.56274,9.043654,-68.93249,31.86904,-66.38327,37.31061,-64.68811,-59.41064,-61.28678,-17.11233,-12.28326,-76.03544,-22.08115,-39.74145,-28.00682,"Nov"
"X1491.308.5",2001-11-11,1491.308,926.653,-67.11557,-61.56251,-76.74534,-22.04566,-23.79188,25.17658,-5.020326,21.68573,-22.13188,10.71362,-61.83576,27.58389,-65.77444,35.2228,-64.95713,-51.47217,-60.68896,-17.92941,-17.00166,-68.74278,-18.33479,-30.79649,-22.51105,"Nov"
"X1432.522.4",2001-11-12,1432.522,867.867,-71.39732,-69.34616,-77.03472,-24.13758,-27.95758,17.07117,0.4422893,19.59575,-22.22286,9.331124,-67.18317,30.92007,-66.27748,36.58523,-64.35425,-57.38246,-61.20584,-17.14997,-13.49056,-74.04068,-21.11542,-37.48821,-26.57862,"Nov"
"X1407.77.2",2001-11-13,1407.77,843.115,-73.30168,-72.72362,-76.24998,-25.04097,-29.75839,13.09633,2.801343,18.86249,-22.642,8.977752,-69.34626,32.0864,-66.40864,37.47574,-64.76883,-59.8869,-61.30611,-17.10354,-12.00093,-76.51038,-22.30508,-40.26333,-28.33802,"Nov"
"X1438.71.3",2001-11-14,1438.71,874.055,-70.94018,-68.5221,-77.21896,-23.91371,-27.51179,18.08322,-0.1379142,19.78173,-22.11944,9.420201,-66.65877,30.62573,-66.24622,36.35877,-64.25644,-56.76978,-61.18181,-17.16143,-13.85686,-73.44682,-20.81977,-36.79759,-26.14146,"Nov"
"X1454.18.3",2001-11-15,1454.18,889.525,-69.82856,-66.49625,-77.66052,-23.35749,-26.40491,20.64631,-1.572097,20.25146,-21.86321,9.644192,-65.37514,29.88503,-66.17057,35.78575,-64.02128,-55.26083,-61.12346,-17.18979,-14.76219,-72.0011,-20.0837,-35.07652,-25.05319,"Nov"
"X1472.744.3",2001-11-16,1472.744,908.089,-68.48407,-64.04704,-77.56844,-22.69746,-25.0908,23.23952,-3.293145,20.90802,-21.82623,10.07374,-63.69621,28.83765,-66.01321,35.34123,-64.2099,-53.40131,-60.96213,-17.42922,-15.86783,-70.33614,-19.20615,-32.96639,-23.76904,"Nov"
"X1474.291.7",2001-11-17,1474.291,909.636,-68.36764,-63.83733,-77.49771,-22.64289,-24.98198,23.39927,-3.438337,20.97231,-21.85188,10.12681,-63.53868,28.73372,-65.99283,35.33146,-64.27398,-53.23869,-60.93887,-17.4712,-15.96315,-70.20069,-19.13331,-32.78512,-23.66386,"Nov"
"X1503.684",2001-11-18,1503.684,939.029,-66.21586,-59.85615,-76.27295,-21.55924,-22.93408,25.34614,-6.174934,22.34427,-22.23494,11.10281,-60.58695,26.50417,-65.61067,34.69406,-65.50289,-50.13172,-60.50447,-18.31116,-17.87408,-67.6662,-17.75566,-29.19517,-21.67034,"Nov"
"X1519.154.6",2001-11-19,1519.154,954.499,-65.06365,-57.48355,-75.8488,-20.78974,-21.87057,22.29398,-7.658308,23.57873,-22.07366,11.47087,-58.92851,24.46375,-65.38042,32.72258,-66.35493,-48.2352,-60.2543,-18.93489,-19.31358,-66.20013,-17.03072,-26.69766,-20.60376,"Nov"
"X1398.488.6",2001-11-20,1398.488,833.833,-74.04878,-74.02476,-75.93431,-25.38306,-30.44105,11.63531,3.702102,18.59183,-22.80145,8.846435,-70.18555,32.5193,-66.46051,37.8035,-64.93469,-60.84886,-61.34554,-17.08587,-11.43202,-77.47743,-22.75413,-41.30924,-29.00225,"Nov"
"X1443.351.3",2001-11-21,1443.351,878.696,-70.60208,-67.90925,-77.35423,-23.74633,-27.17859,18.84717,-0.570604,19.92193,-22.04222,9.487203,-66.26962,30.40426,-66.22316,36.1879,-64.18451,-56.31371,-61.16406,-17.16998,-14.13002,-73.00735,-20.59849,-36.28045,-25.81428,"Nov"
"X1417.052.1",2001-11-22,1417.052,852.397,-72.57292,-71.44157,-76.55362,-24.7007,-29.07976,14.57332,1.909446,19.13548,-22.48379,9.10972,-68.52255,31.65107,-66.35827,37.14464,-64.60881,-58.9375,-61.2677,-17.12107,-12.56418,-75.56608,-21.85763,-39.22029,-27.67623,"Nov"
"X1413.958.2",2001-11-23,1413.958,849.303,-72.81384,-71.86683,-76.4537,-24.81392,-29.30552,14.0792,2.205768,19.04422,-22.53639,9.065658,-68.79542,31.79645,-66.37489,37.25538,-64.66152,-59.25259,-61.2804,-17.11525,-12.37705,-75.87837,-22.0066,-39.56765,-27.89655,"Nov"
"X1489.761.4",2001-11-24,1489.761,925.106,-67.22727,-61.76692,-76.81185,-22.09972,-23.89955,25.01347,-4.877644,21.62039,-22.10659,10.66005,-61.98834,27.68892,-65.79386,35.23276,-64.89662,-51.6311,-60.71123,-17.88803,-16.908,-68.87294,-18.40717,-30.97686,-22.61553,"Nov"
"X1627.444.4",2001-11-25,1627.444,1062.789,-57.47936,-43.23309,-72.29619,-16.21963,-18.04546,0.915202,-15.76132,31.81464,-19.16929,12.66073,-49.05851,14.10969,-61.32241,20.8479,-67.43685,-37.34495,-56.61829,-21.79256,-26.0482,-56.32518,-13.63285,-11.77949,-15.47989,"Nov"
"X1215.942",1930-12-01,1215.942,521.339,-86.98946,-94.73748,-53.60577,-54.01542,-48.43642,53.8196,19.20393,-17.86216,-30.30828,-20.74443,-87.64713,51.92415,-58.20674,52.00488,-37.55433,-82.4345,-61.64319,1.117066,-6.094086,-90.3931,-70.56013,-69.28717,-58.24369,"Dec"
"X1036.49.1",1930-12-02,1036.49,341.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec"
"X819.91",1930-12-03,819.91,154.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec"
"X883.337.1",1930-12-04,883.337,188.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec"
"X1355.172",1930-12-05,1355.172,660.569,-85.22312,-90.22514,-73.48778,-42.2237,-44.24453,29.72711,9.960776,5.185913,-29.41047,-3.398989,-81.64287,44.77806,-68.37978,52.00276,-58.91025,-75.48666,-65.27175,-10.67931,-10.51819,-87.77167,-47.51828,-57.87678,-45.01705,"Dec"
"X1355.172.1",1930-12-06,1355.172,660.569,-85.22312,-90.22514,-73.48778,-42.2237,-44.24453,29.72711,9.960776,5.185913,-29.41047,-3.398989,-81.64287,44.77806,-68.37978,52.00276,-58.91025,-75.48666,-65.27175,-10.67931,-10.51819,-87.77167,-47.51828,-57.87678,-45.01705,"Dec"
"X1373.736",1930-12-07,1373.736,679.133,-85.06268,-89.67878,-75.03881,-40.67912,-43.18919,26.84337,9.032014,8.419247,-29.1906,-0.8529178,-80.91926,43.76549,-69.31496,51.97875,-61.22255,-74.58575,-65.68975,-12.20722,-11.49005,-87.49003,-44.48623,-56.3077,-43.19936,"Dec"
"X1359.813",1930-12-08,1359.813,665.21,-85.18221,-90.08697,-73.88811,-41.83599,-43.9795,29.01189,9.726819,5.989143,-29.35517,-2.764799,-81.4593,44.52597,-68.61915,51.9968,-59.50543,-75.25913,-65.37844,-11.06366,-10.76303,-87.69992,-46.75822,-57.48369,-44.56136,"Dec"
"X1195.831",1930-12-09,1195.831,501.228,-87.34835,-95.45261,-49.84683,-55.6846,-48.56798,57.67786,19.74941,-20.92794,-30.31955,-22.97261,-88.60456,52.60639,-56.39206,51.93292,-34.61754,-83.43066,-61.17331,2.701741,-6.147856,-90.85588,-73.91952,-70.74132,-60.0115,"Dec"
"X1415.505",1930-12-10,1415.505,720.902,-83.88593,-87.28318,-77.57483,-36.89989,-40.65818,21.82288,6.261444,14.7143,-28.62867,4.119934,-79.33891,41.97361,-70.86109,51.42863,-65.86912,-72.26571,-66.51017,-15.55283,-13.17271,-86.46218,-37.95583,-52.7847,-39.47573,"Dec"
"X1587.222",1930-12-11,1587.222,892.619,-73.52432,-67.58456,-82.84663,-24.73167,-29.08025,7.021348,-8.525162,31.76884,-23.61514,12.6651,-68.21872,29.25719,-71.37634,35.16655,-71.91472,-57.08241,-66.60879,-22.69686,-23.10398,-74.67162,-21.84083,-32.35064,-26.55178,"Dec"
"X1499.043",1930-12-12,1499.043,804.44,-80.18274,-80.37263,-80.59467,-29.14805,-35.34798,15.72126,-0.4215883,25.15594,-27.3892,12.27787,-76.19929,39.2725,-72.63176,49.20207,-72.85197,-67.0957,-67.70643,-21.56236,-15.62559,-83.57918,-26.05429,-45.68915,-32.86541,"Dec"
