"ftype","GW_wsp2020_MGY","GW_wsp2020_MGD"
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-ssuag",0,0
