"Date","Flow","Flow2","bg_fry","bg_juv","bg_spawn","bg_adult","cc_fry","cc_adult","cc_spawn","gd_spawn","gd_juv","gd_adult","gs_fry","gs_juv","gs_adult","gs_spawn","smb_fry","smb_juv","smb_spawn","smb_inc","smb_adult","ws_fry","ws_spawn","month"
"X3038.27577771801",1956-01-15,3038.27577771801,2459.69777771801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2910.3970304814.4",1956-01-16,2910.3970304814,2331.8190304814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2936.58906304793.2",1956-01-17,2936.58906304793,2358.01106304793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2816.41385480148",1956-01-18,2816.41385480148,2237.83585480148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2640.77316582589",1956-01-19,2640.77316582589,2062.19516582589,355.949489724328,211.065537653418,16.4220486220354,35.0270913116384,-27.2605847782201,-3.81849322823609,1.48884064816974,-14.8629847042497,35.8425908773777,-6.86231916443074,31.684342082094,-5.89434131573547,-5.8282463941717,0,7.0130806159595,5.22475647485202,0,-12.4345295836287,-12.5806997297366,44.3294369395279,29.0923359380201,"Jan"
"X2568.35989931842.1",1956-01-20,2568.35989931842,1989.78189931842,408.032378803928,217.86330933578,14.4328854824579,33.5351099507785,-27.5320906416464,-4.09136661662963,1.35106222033923,-15.2472546227454,34.7862507295474,-7.36139267833492,30.0922153648761,-5.94457403164288,-5.88057793449218,0,6.07792045186638,2.47075449641122,0,-14.0044492282008,-12.7566747607236,41.9460456664381,26.5776918684986,"Jan"
"X2577.60414610661.1",1956-01-21,2577.60414610661,1999.02614610661,396.65781702121,215.291539273116,14.7219370845365,33.7754466260858,-27.5581844377505,-4.02320899811231,1.36242970389356,-15.1930231703403,34.9230838846531,-7.27525605671993,30.2193022788032,-5.91574918388091,-5.85182699860519,0,6.22087696621518,2.81427536880655,0,-13.6694726614878,-12.7439757072344,42.2419466490851,27.0310387538309,"Jan"
"X2568.35989931842.2",1956-01-22,2568.35989931842,1989.78189931842,408.032378803928,217.86330933578,14.4328854824579,33.5351099507785,-27.5320906416464,-4.09136661662963,1.35106222033923,-15.2472546227454,34.7862507295474,-7.36139267833492,30.0922153648761,-5.94457403164288,-5.88057793449218,0,6.07792045186638,2.47075449641122,0,-14.0044492282008,-12.7566747607236,41.9460456664381,26.5776918684986,"Jan"
"X2870.33862773258.2",1956-01-23,2870.33862773258,2291.76062773258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2676.20944518062",1956-01-24,2676.20944518062,2097.63144518062,332.6908921801,208.537001346476,17.4146015752203,35.7675938569401,-27.0984667063518,-3.70641851710753,1.56046471465759,-14.6825828988389,36.3878852450184,-6.63385794518069,32.5599961759356,-5.88397848519359,-5.8166520957658,0,7.4648196989047,6.62712446212373,0,-11.7561166505118,-12.4903884007053,45.591449551761,30.3104658934373,"Jan"
"X2474.3767236385",1956-01-25,2474.3767236385,1895.7987236385,422.450639692019,219.303970158968,12.1640070841123,31.2112643798029,-27.4610782060703,-4.71358632576317,1.28644680696781,-15.7797964013827,33.2959128454598,-8.1017761985517,29.037965811518,-6.24869265536429,-6.18265400522285,0,4.94586485725671,0,0,-17.0446793479625,-12.8930902136615,39.1657195005678,22.6797655188182,"Jan"
"X2391.1785025448.3",1956-01-26,2391.1785025448,1812.6005025448,302.740769082126,182.393701336605,11.5303898746182,29.3044880003306,-27.9095727877136,-5.09492155985877,1.34859099181332,-16.1932255678831,31.7074580264192,-8.43045198535506,28.5629365617161,-6.54163216005346,-6.47074759999932,0,4.65220672067069,0,0,-18.8768832357288,-13.0290822763336,37.0209568555418,20.5266326615231,"Jan"
"X2287.95108007669.2",1956-01-27,2287.95108007669,1709.37308007669,243.140805300027,155.495359237778,10.4121632330786,27.0123859885316,-27.8996631150301,-5.57744917596213,1.39145502965124,-17.0243679024044,29.7904317091691,-8.85990026476706,27.709546108358,-7.13846196699582,-6.97162356860976,0,4.13908395723692,0,0,-21.18223406227,-13.151402869364,34.651775089468,17.1823515969453,"Jan"
"X2280.24754108654.1",1956-01-28,2280.24754108654,1701.66954108654,241.013740462426,154.05685090826,10.2889921082696,26.8339621394235,-27.827027694824,-5.61407810818948,1.39074406966467,-17.1218816294523,29.639849685539,-8.89372158979266,27.6131279645882,-7.20955887664685,-7.02514294634822,0,4.083377228542,0,0,-21.3497229590928,-13.1545715960754,34.4859507062194,16.844082884999,"Jan"
"X2291.03249567276.2",1956-01-29,2291.03249567276,1712.45449567276,244.018656340055,156.08388760731,10.4615437545459,27.0841411165395,-27.9285487657468,-5.5628094395449,1.39173947731657,-16.9854827044873,29.8510034403855,-8.84639192617385,27.7482993660432,-7.1100553614963,-6.95023977058901,0,4.16138817661734,0,0,-21.1154388830754,-13.1501385894246,34.7185363152303,17.3182318869481,"Jan"
"X2737.83775710188.1",1959-01-01,2737.83775710188,2159.25975710188,290.8730033607,203.556740522962,19.2174365894661,37.1351898496731,-26.8307902428551,-3.51232136529453,1.68552050318607,-14.3761475194734,37.39249222304,-6.23934907510912,34.1752821901526,-5.86613681067421,-5.79668727748168,0,8.26648528934432,9.15717086415237,0,-10.5850083875751,-12.3365921080109,47.9635482849781,32.5647468502187,"Jan"
"X3206.21292770343.3",1959-01-08,3206.21292770343,2627.63492770343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3070.63064147667.7",1959-01-09,3070.63064147667,2492.05264147667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2972.02534240266.2",1959-01-10,2972.02534240266,2393.44734240266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2804.08819241723.2",1959-01-11,2804.08819241723,2225.51019241723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3010.54303735344.2",1959-01-12,3010.54303735344,2431.96503735344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3106.06692083139.3",1959-01-13,3106.06692083139,2527.48892083139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3216.99788228966.3",1959-01-14,3216.99788228966,2638.41988228966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3341.7952139302.1",1959-01-15,3341.7952139302,2763.2172139302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3310.98105796957.1",1959-01-17,3310.98105796957,2732.40305796957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3189.26514192509",1959-01-18,3189.26514192509,2610.68714192509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3183.10231073296.3",1959-01-19,3183.10231073296,2604.52431073296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3349.49875292036.3",1964-01-01,3349.49875292036,2770.92075292036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X1326.54941410507.1",1966-01-01,1326.54941410507,747.971414105073,133.564094055024,91.390872595229,-8.99263393580378,2.66754219298464,-34.5731321195235,-10.0869302574866,-7.1814932465307,-34.3418471488029,2.36545743067409,-27.8072418833572,8.85904672940998,-10.8179602663717,-11.2308088410352,-6.83183664031785,-6.11518913073095,0,-12.7721627633323,-48.6017561226374,-17.1420071208794,9.70811669466111,-13.0969676925731,"Jan"
"X1383.55560263224.2",1966-01-02,1383.55560263224,804.977602632237,141.089334128885,94.971921081205,-7.57917095728633,3.92443273341156,-34.0179599450644,-9.32970707798753,-6.09194503618825,-30.9210909834992,7.97687412038186,-25.6802134309066,10.7501018511045,-9.76820464224683,-10.5283075805087,-5.33337653547234,-4.96287856074782,0,-11.3044212211453,-46.6563499807176,-17.2717441195711,12.5871713745374,-10.0216323078024,"Jan"
"X1395.88126501649.4",1966-01-03,1395.88126501649,817.303265016488,142.879234474828,96.1815520721861,-7.37271286590179,4.18647902756161,-33.7155245595612,-9.21333519972388,-5.92675527039433,-30.7779294128901,8.37344271829753,-25.3772585424044,11.0556974963142,-9.62704956090349,-10.4037874276019,-5.00350037942356,-4.71404087778552,0,-10.9870716966139,-46.243818999083,-17.206569006639,13.0859978355192,-9.87268262882095,"Jan"
"X1428.23612877515.4",1966-01-04,1428.23612877515,849.658128775148,147.983238809415,99.5781623699269,-6.83153724992838,4.87997675866547,-32.9393427126213,-8.90987437214185,-5.49382494694842,-30.4112674133603,9.42746040868224,-24.5943790494665,11.8683861860274,-9.25860934150986,-10.0792074925395,-4.13757546979554,-4.06136634453122,0,-10.1540291947188,-45.1982150591958,-17.0375016360906,14.4194169533353,-9.48351501370788,"Jan"
"X1412.82905079483.1",1966-01-05,1412.82905079483,834.251050794834,145.47549256383,97.9189687503672,-7.0890997340002,4.54871808522972,-33.3058011981292,-9.05401708413944,-5.69985723647923,-30.5842444944973,8.92317537034151,-24.9649661280548,11.4794788067826,-9.43368062361341,-10.2333584520289,-4.5499206648565,-4.37206907473457,0,-10.5507161003831,-45.6895400350632,-17.1176483612566,13.7800688270598,-9.66850424414586,"Jan"
"X1865.79714341608.1",1966-01-06,1865.79714341608,1287.21914341608,187.39602798677,121.079354236949,2.70411951315351,17.0402514037019,-24.6035056775809,-7.45522896681263,0.0595963304106997,-23.7667660454859,21.6968169036725,-13.3533457267984,21.5951524929483,-9.09779285571564,-9.06241194481604,0,0.780287828019025,0,0,-31.4550562654334,-13.6458844424051,27.9178078456478,0.501584108101687,"Jan"
"X2047.60066358379.2",1966-01-07,2047.60066358379,1469.02266358379,210.324168336016,129.91341507675,6.42896720527414,21.6047858635559,-25.3901807735554,-6.79127119685674,1.19541798562897,-20.3870781574814,25.3774971984963,-10.3591323818324,24.8865219049722,-9.16337509735648,-8.5958019130494,0,2.31619900680449,0,0,-27.012636823488,-13.2737268962104,30.1850187190887,7.10916414073743,"Jan"
"X2625.36608784558.3",1966-01-08,2625.36608784558,2046.78808784558,365.889517422255,212.098741509722,16.0000508821175,34.7148796982027,-27.3330557126634,-3.86732866078828,1.45776390999511,-14.9424036646273,35.6124009063195,-6.96202181019687,31.3149291603256,-5.89887082736119,-5.83331377843451,0,6.81872330239947,4.62647158370395,0,-12.7306462035703,-12.6204038971409,43.8019657534165,28.579267310178,"Jan"
"X3232.40496026997.1",1966-01-09,3232.40496026997,2653.82696026997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3035.19436212194",1966-01-14,3035.19436212194,2456.61636212194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2317.22452823929.1",1966-01-15,2317.22452823929,1738.64652823929,252.177475582323,161.414262832297,10.8838841151739,27.7031227567921,-28.1702651023858,-5.43864400944267,1.39415875257445,-16.6577047239167,30.37383550784,-8.73203451777206,28.0820651441636,-6.86933828545174,-6.7690280047929,0,4.35147236990264,0,0,-20.5522558362644,-13.139465646991,35.2961870005954,18.4866235930981,"Jan"
"X2260.21833971213.3",1966-01-16,2260.21833971213,1681.64033971213,235.897494541978,150.522682523405,9.97060828394605,26.376406993823,-27.6353114915849,-5.70951162788669,1.38889663722979,-17.3774458035468,29.253911628136,-8.98199596527478,27.3655073952877,-7.39495008798862,-7.1646949709925,0,3.93889856693911,0,0,-21.7885721590267,-13.1628643420756,34.0618874746617,15.974043847136,"Jan"
"X2471.29530804244.3",1966-01-17,2471.29530804244,1892.71730804244,415.78678737847,217.562549305036,12.1401275601114,31.1375273352825,-27.4770366620092,-4.72762622305132,1.28875228586368,-15.7947749910135,33.2343667593298,-8.11381769445745,29.0196865587457,-6.25945281858639,-6.19323707841769,0,4.93490929075562,0,0,-17.1111028090295,-12.898036026797,39.0819770527211,22.5973210711793,"Jan"
"X2294.11391126882.3",1966-01-18,2294.11391126882,1715.53591126882,244.912586740644,156.680137396969,10.5109885043129,27.1561181136503,-27.9573388377418,-5.54817645980321,1.39202396137564,-16.9466659730523,29.9117702445475,-8.83289510340209,27.7871595694973,-7.08166710549489,-6.92886964035528,0,4.18370471294122,0,0,-21.0487577665292,-13.1488761382256,34.7855461625992,17.4544412779316,"Jan"
"X1363.52640125783.4",1966-01-19,1363.52640125783,784.948401257828,138.288918327581,93.5503997476597,-8.04690983075599,3.48361830776638,-34.2637556573829,-9.58112138863345,-6.45419427269607,-31.9318973280653,6.22420311297089,-26.375397324105,10.1103199089523,-10.1111430163618,-10.7662710379486,-5.86155151898556,-5.36747513811036,0,-11.8201141959715,-47.3237738672182,-17.2534530044904,11.6006509307234,-10.9507459579706,"Jan"
"X1542.24850582948.3",1966-01-20,1542.24850582948,963.670505829475,162.772775782927,108.270157115436,-4.54340592013037,7.90441750362407,-30.0346432902453,-8.38399346953242,-3.78444311681413,-28.9637160505317,13.430504776041,-21.7743143971111,14.4306317584762,-8.41005909806048,-9.27360726723494,-1.01368653755109,-2.36794691931867,0,-7.2359915625776,-41.3353846575202,-16.2579128783878,19.0814090082278,-7.89731082313905,"Jan"
"X2135.42100807158.3",1966-01-21,2135.42100807158,1556.84300807158,213.343354932432,133.576947046443,8.0455032077878,23.717364837946,-26.3392354261534,-6.31066269927056,1.37742020846996,-19.0388238614571,27.0172767899251,-9.54327941371571,25.9160602295539,-8.56791145178961,-8.04749046200185,0,3.05020389824862,0,0,-24.6377166326285,-13.2163588511852,31.6306491262545,10.8434648720246,"Jan"
"X1910.47766955899.2",1966-01-22,1910.47766955899,1331.89966955899,194.87441136016,124.352021289081,3.54406376438464,18.0313620326424,-24.7128694858006,-7.33739101926935,0.346720522399832,-22.9050970437498,22.5392604924275,-12.6316317089163,22.4482952255232,-9.1464350989817,-8.97745806109093,0,1.11934120441355,0,0,-30.459549114852,-13.536297772529,28.4304570714993,1.90360789596198,"Jan"
"X1642.39451270152.3",1966-01-23,1642.39451270152,1063.81651270152,169.598701950668,110.508201122405,-2.34932838833402,10.8180209673155,-27.4714561096776,-8.12954956186272,-2.39340063810283,-27.4848222580157,16.2828018014432,-18.9428648869808,16.4322551420149,-8.64803845750734,-9.20128955759592,0,-1.38925802107968,0,-4.6996943524746,-37.8020474325714,-15.3411089658525,22.1805033942113,-5.89541921264914,"Jan"
"X1463.67240812987.1",1966-01-24,1463.67240812987,885.094408129872,154.359150134257,103.714709373964,-6.24010874751032,5.64900920514803,-32.1175130864982,-8.58082209509001,-5.02081114343371,-30.0242193151067,10.6039955815193,-23.7569401327444,12.7763360967999,-8.8585206886596,-9.72746568177767,-3.18918152115532,-3.34740246938358,0,-9.24164931169084,-44.1112714523061,-16.8556146226537,15.9210395961067,-9.06029168185971,"Jan"
"X1566.89983059798.1",1966-01-25,1566.89983059798,988.321830597979,163.322136007637,108.123896910186,-3.90358794235026,8.77158401460091,-29.3652304970957,-8.34807523269397,-3.33813363819753,-28.6058043374875,14.4125020977972,-21.060100374983,14.959699486313,-8.3689676010515,-9.17928867597275,-0.325851030309002,-2.07389311779097,0,-6.60804688016461,-40.4318357898757,-16.0557230962511,20.072575066273,-7.42438954005636,"Jan"
"X1626.9874347212.5",1966-01-26,1626.9874347212,1048.4094347212,168.024602887568,109.880055517419,-2.65217439680951,10.4183400598085,-27.8454903500045,-8.17792049568847,-2.57057294898183,-27.7101417969434,15.939145389411,-19.3689607779245,16.1331600714212,-8.57672335382112,-9.18540254587404,0,-1.52101948517577,0,-5.08860401585489,-38.320880324008,-15.4889480729418,21.7785512928157,-6.21068080092956,"Jan"
"X1252.59543979956.1",1966-01-27,1252.59543979956,674.017439799564,125.626365974416,88.0699488052137,-10.9343297139449,0.863007706844404,-35.1443278936642,-11.2321137675292,-8.67177135976307,-39.586265583135,-5.08811738367645,-30.784492276515,6.429082351339,-12.2955404440371,-12.2353981196809,-8.69706576353628,-7.84769166154024,0,-14.7167531292101,-51.6521423734579,-16.4792171564658,6.06467805382118,-17.8354005258987,"Jan"
"X910.558308636583",1966-01-28,910.558308636583,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X1653.17946728774",1966-01-29,1653.17946728774,1074.60146728774,170.754686099724,110.962439850808,-2.13697254736447,11.1000807379234,-27.2124990272007,-8.09580177530901,-2.26931561980065,-27.3289555046864,16.5256431796083,-18.6460707087937,16.6434945733933,-8.697688950261,-9.21235797544685,0,-1.29697656797037,0,-4.4274575881084,-37.4442917237278,-15.2382803909873,22.4650442591064,-5.67464256792249,"Jan"
"X1258.75827099169.1",1966-01-30,1258.75827099169,680.18027099169,126.222586475093,88.2597598570591,-10.7654798193524,1.04307294638579,-35.1080209695537,-11.1177859531653,-8.54268335693979,-39.115710045611,-4.48370105299847,-30.5308226887483,6.62848248378609,-12.1646155705194,-12.1417122719324,-8.55322181720087,-7.66712834843364,0,-14.548473735256,-51.3456846038717,-16.6019996018965,6.36333902714519,-17.3769024838808,"Jan"
"X822.737964148791.1",1966-01-31,822.737964148791,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3295.57397998926.2",1969-01-03,3295.57397998926,2716.99597998926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3361.82441530461.1",1969-01-04,3361.82441530461,2783.24641530461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3227.78283687587",1969-01-05,3227.78283687587,2649.20483687587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2898.07136809715.1",1969-01-06,2898.07136809715,2319.49336809715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3200.05009651131.5",1969-01-07,3200.05009651131,2621.47209651131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3119.93329101367.3",1969-01-11,3119.93329101367,2541.35529101367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2964.3218034125.1",1969-01-12,2964.3218034125,2385.7438034125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3196.96868091525.3",1969-01-13,3196.96868091525,2618.39068091525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3093.74125844714.3",1969-01-14,3093.74125844714,2515.16325844714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3070.63064147667.8",1969-01-15,3070.63064147667,2492.05264147667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2985.89171258494.2",1969-01-16,2985.89171258494,2407.31371258494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2933.50764745187.2",1969-01-17,2933.50764745187,2354.92964745187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3070.63064147667.9",1969-01-18,3070.63064147667,2492.05264147667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3404.96423364949.2",1969-01-19,3404.96423364949,2826.38623364949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X3378.77220108296.1",1977-01-02,3378.77220108296,2800.19420108296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2938.12977084596.2",1981-01-01,2938.12977084596,2359.55177084596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2911.93773827943.3",1981-01-02,2911.93773827943,2333.35973827943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan"
"X2585.30768509676.1",1981-01-03,2585.30768509676,2006.72968509676,391.25929130307,214.616694894168,14.9288828834417,33.9293115139821,-27.527399657745,-3.99460631971872,1.37714570341462,-15.151745368151,35.0324684349014,-7.22230998486568,30.3848604491338,-5.91071608804123,-5.84656451806638,0,6.3191038994201,3.1023070992155,0,-13.5038469116159,-12.7249031537958,42.4867142989364,27.2896789492175,"Jan"
"X2156.99091724402.5",1981-01-04,2156.99091724402,1578.41291724402,216.391894555757,136.007628581691,8.37119222528052,24.1546817963042,-26.5766508711007,-6.20594847847093,1.3793995498384,-18.7428580322551,27.3843964828448,-9.44485541022681,26.1556716908584,-8.36295185810439,-7.89325141306067,0,3.20240191281603,0,0,-24.1306301456327,-13.2068814228888,32.0266569043831,11.6960964508909,"Jan"
"X1656.2608828838.1",1981-01-05,1656.2608828838,1077.6828828838,171.093604624651,111.094502753781,-2.07624434085549,11.1810177448365,-27.1389396358536,-8.0861764091996,-2.23385301049438,-27.2846993350415,16.5953752536857,-18.5614939416606,16.7041348250275,-8.7118341997872,-9.21551248269049,0,-1.27060310893125,0,-4.34967565543235,-37.3428830582285,-15.2089997401277,22.5468278720651,-5.61154937203169,"Jan"
"X1753.32547415978.2",1981-01-06,1753.32547415978,1174.74747415978,183.63320011925,115.786016231628,-0.123723991139083,13.8235731812123,-24.9670012802062,-7.78653863895302,-1.11184641295312,-25.9298336632025,18.8850845479487,-15.9458653628805,18.7061400415018,-9.1304172909284,-9.30230872635609,0,-0.426037628125845,0,-1.89954477613656,-34.3268622889531,-14.3128759136075,25.239675556952,-3.56237095107082,"Jan"
"X2163.15374843615.3",1981-01-07,2163.15374843615,1584.57574843615,217.314584382169,136.734171755541,8.46477623234303,24.2812608496324,-26.6433974399516,-6.17609288206713,1.3799654006646,-18.6589924175406,27.4907105802687,-9.41684413611486,26.2249351869141,-8.30456456603554,-7.84931160986217,0,3.2459938675682,0,0,-23.9869035458702,-13.2041917707737,32.1415590439404,11.9422305980111,"Jan"
"X2146.2059626578.6",1981-01-08,2146.2059626578,1567.6279626578,214.83368523582,134.771066085914,8.20798827179266,23.9349218803583,-26.4586898228075,-6.25826282756844,1.37840965824106,-18.8903648507651,27.1998763316149,-9.49399246055238,26.0353233107199,-8.46531398467352,-7.97028333242079,0,3.1262303258787,0,0,-24.3833833249623,-13.2116077104487,31.827468479682,11.268072991062,"Jan"
