date,cyear,month,lfalls_nat
29768,1981,7,4888.317446
29799,1981,8,2254.085874
29830,1981,9,3124.128257
29860,1981,10,3014.05039
29891,1981,11,3364.232202
29921,1981,12,4512.508259
29952,1982,1,8094.956165
29983,1982,2,27686.97256
30011,1982,3,27840.73341
30042,1982,4,13164.51447
30072,1982,5,7740.885584
30103,1982,6,20958.70089
30133,1982,7,6184.651953
30164,1982,8,3846.974789
30195,1982,9,2059.924452
30225,1982,10,2257.049849
30256,1982,11,3256.469095
30286,1982,12,7329.693321
30317,1983,1,4708.980492
30348,1983,2,16191.78981
30376,1983,3,25264.05555
30407,1983,4,47176.00314
30437,1983,5,23451.68087
30468,1983,6,10908.28878
30498,1983,7,3889.65537
30529,1983,8,2141.584493
30560,1983,9,1729.901595
30590,1983,10,4882.75433
30621,1983,11,9847.666357
30651,1983,12,26354.67222
30682,1984,1,9949.825802
30713,1984,2,39992.78337
30742,1984,3,34404.73142
30773,1984,4,46325.60067
30803,1984,5,20310.07894
30834,1984,6,5696.851711
30864,1984,7,7324.963289
30895,1984,8,11740.99085
30926,1984,9,3220.320905
30956,1984,10,3354.294557
30987,1984,11,6025.970783
31017,1984,12,12203.57325
31048,1985,1,7165.497117
31079,1985,2,21433.44911
31107,1985,3,13148.81238
31138,1985,4,10950.99003
31168,1985,5,9931.32272
31199,1985,6,7733.873163
31229,1985,7,4169.543553
31260,1985,8,3149.272622
31291,1985,9,1767.102315
31321,1985,10,3696.076427
31352,1985,11,43264.73622
31382,1985,12,16888.62407
31413,1986,1,6432.816642
31444,1986,2,25064.176
31472,1986,3,24772.82053
31503,1986,4,12313.18932
31533,1986,5,7501.795319
31564,1986,6,3674.884909
31594,1986,7,2989.693263
31625,1986,8,1842.61829
31656,1986,9,1656.948485
31686,1986,10,1915.548946
31717,1986,11,5299.466841
31747,1986,12,12480.5734
31778,1987,1,11458.76894
31809,1987,2,12830.11718
31837,1987,3,16548.97714
31868,1987,4,43759.88803
31898,1987,5,14915.59862
31929,1987,6,5912.038484
31959,1987,7,4385.861766
31990,1987,8,1693.317743
32021,1987,9,7516.082453
32051,1987,10,3050.767424
32082,1987,11,5989.819226
32112,1987,12,11789.15058
32143,1988,1,12901.46137
32174,1988,2,11965.92703
32203,1988,3,8800.97144
32234,1988,4,11610.78135
32264,1988,5,35085.02939
32295,1988,6,6169.268945
32325,1988,7,2808.366999
32356,1988,8,2124.869082
32387,1988,9,2564.103691
32417,1988,10,1823.703791
32448,1988,11,4490.605901
32478,1988,12,3425.654028
32509,1989,1,7930.598705
32540,1989,2,7756.663596
32568,1989,3,18766.26781
32599,1989,4,9916.532101
32629,1989,5,36378.43442
32660,1989,6,12901.8757
32690,1989,7,12288.1596
32721,1989,8,7001.735233
32752,1989,9,5574.965407
32782,1989,10,9261.633378
32813,1989,11,8471.185704
32843,1989,12,4248.918422
32874,1990,1,13761.59721
32905,1990,2,15463.50548
32933,1990,3,7140.198882
32964,1990,4,11479.05337
32994,1990,5,12716.31636
33025,1990,6,9002.551754
33055,1990,7,5869.004289
33086,1990,8,4517.691698
33117,1990,9,3205.269196
33147,1990,10,16291.83644
33178,1990,11,6774.895447
33208,1990,12,15153.69498
33239,1991,1,31725.80432
33270,1991,2,11900.96116
33298,1991,3,24015.49389
33329,1991,4,14931.61329
33359,1991,5,6163.059478
33390,1991,6,2899.759942
33420,1991,7,2855.548187
33451,1991,8,2362.166933
33482,1991,9,2056.219126
33512,1991,10,1661.417181
33543,1991,11,2148.034036
33573,1991,12,6428.496094
33604,1992,1,7782.112543
33635,1992,2,8015.903813
33664,1992,3,18788.6233
33695,1992,4,17835.3842
33725,1992,5,12532.17158
33756,1992,6,9296.165553
33786,1992,7,6807.013357
33817,1992,8,4238.708305
33848,1992,9,5130.289683
33878,1992,10,2793.126494
33909,1992,11,8545.920715
33939,1992,12,20604.01788
33970,1993,1,16510.55025
34001,1993,2,8427.886122
34029,1993,3,58078.88971
34060,1993,4,51312.71108
34090,1993,5,11680.36102
34121,1993,6,5605.370545
34151,1993,7,3336.570328
34182,1993,8,2689.000464
34213,1993,9,3334.78521
34243,1993,10,2892.523488
34274,1993,11,11472.19344
34304,1993,12,20910.4944
34335,1994,1,16935.7305
34366,1994,2,37635.23747
34394,1994,3,61828.25162
34425,1994,4,25142.8254
34455,1994,5,17079.22171
34486,1994,6,4346.892909
34516,1994,7,4287.984553
34547,1994,8,9238.628661
34578,1994,9,3535.592751
34608,1994,10,2405.341039
34639,1994,11,4444.410082
34669,1994,12,8582.324648
34700,1995,1,19953.39135
34731,1995,2,7933.376755
34759,1995,3,10003.88853
34790,1995,4,5841.67061
34820,1995,5,11098.68906
34851,1995,6,8948.615457
34881,1995,7,10311.95172
34912,1995,8,4728.157267
34943,1995,9,1751.911821
34973,1995,10,5959.536586
35004,1995,11,10685.12
35034,1995,12,11753.85306
35065,1996,1,50281.33932
35096,1996,2,21651.24739
35125,1996,3,28278.10965
35156,1996,4,19691.13247
35186,1996,5,26216.07554
35217,1996,6,20855.57979
35247,1996,7,10947.17594
35278,1996,8,20234.1085
35309,1996,9,43415.40212
35339,1996,10,16475.37384
35370,1996,11,20413.5485
35400,1996,12,34252.00216
35431,1997,1,11708.14418
35462,1997,2,17820.19068
35490,1997,3,29384.31803
35521,1997,4,9991.56211
35551,1997,5,7027.124191
35582,1997,6,10435.03694
35612,1997,7,3159.651744
35643,1997,8,2405.76024
35674,1997,9,2466.151109
35704,1997,10,2205.704244
35735,1997,11,17279.60681
35765,1997,12,7251.345417
35796,1998,1,35423.88286
35827,1998,2,55387.0442
35855,1998,3,43440.277
35886,1998,4,26358.85947
35916,1998,5,24397.8813
35947,1998,6,9280.179323
35977,1998,7,4879.895175
36008,1998,8,3211.592308
36039,1998,9,1956.720885
36069,1998,10,2038.161894
36100,1998,11,2037.644365
36130,1998,12,2126.784872
36161,1999,1,9477.049345
36192,1999,2,6102.206726
36220,1999,3,16666.45974
36251,1999,4,13187.43223
36281,1999,5,5596.801112
36312,1999,6,2263.222138
36342,1999,7,1323.263828
36373,1999,8,1313.585636
36404,1999,9,6498.780392
36434,1999,10,8296.909533
36465,1999,11,4564.414695
36495,1999,12,9612.401433
36526,2000,1,4049.637996
36557,2000,2,15806.58882
36586,2000,3,18590.73343
36617,2000,4,16185.81535
36647,2000,5,7833.714623
36678,2000,6,9076.433665
36708,2000,7,4806.787586
36739,2000,8,6355.039946
36770,2000,9,7082.552043
36800,2000,10,4170.566628
36831,2000,11,2955.368631
36861,2000,12,6969.773368
36892,2001,1,6268.768667
36923,2001,2,11567.11046
36951,2001,3,18205.93402
36982,2001,4,20326.51239
37012,2001,5,8151.578004
37043,2001,6,9260.037538
37073,2001,7,4351.847028
37104,2001,8,5516.779161
37135,2001,9,2227.481676
37165,2001,10,1508.337864
37196,2001,11,1623.218182
37226,2001,12,2302.438481
37257,2002,1,2733.36925
37288,2002,2,2686.153279
37316,2002,3,7414.764786
37347,2002,4,13279.95145
37377,2002,5,15028.3081
37408,2002,6,4393.719184
37438,2002,7,2851.196315
37469,2002,8,1855.320116
37500,2002,9,1693.899109
37530,2002,10,6000.580003
37561,2002,11,14331.4362
37591,2002,12,17307.46364
37622,2003,1,20537.15167
37653,2003,2,16402.02186
37681,2003,3,43490.60645
37712,2003,4,27572.37085
37742,2003,5,30712.15973
37773,2003,6,37473.44491
37803,2003,7,10048.24534
37834,2003,8,7844.054222
37865,2003,9,29112.77875
37895,2003,10,11623.38681
37926,2003,11,22652.10227
37956,2003,12,31152.87505
37987,2004,1,11000.48914
38018,2004,2,23469.47212
38047,2004,3,20456.98186
38078,2004,4,30737.05475
38108,2004,5,16583.77735
38139,2004,6,12042.67474
38169,2004,7,5135.903412
38200,2004,8,4674.725969
38231,2004,9,20758.62178
38261,2004,10,9559.86608
38292,2004,11,11565.87949
38322,2004,12,18855.72396
38353,2005,1,17469.90323
38384,2005,2,10164.734
38412,2005,3,24122.20241
38443,2005,4,21627.82
38473,2005,5,9765.637943
38504,2005,6,4903.669797
38534,2005,7,6847.852443
38565,2005,8,2912.521686
38596,2005,9,1752.271839
38626,2005,10,4539.307752
38657,2005,11,5049.803044
38687,2005,12,13179.10402
38718,2006,1,18842.59878
38749,2006,2,13771.94951
38777,2006,3,5756.377419
38808,2006,4,10547.29627
38838,2006,5,7428.928601
38869,2006,6,9716.51245
38899,2006,7,7161.092627
38930,2006,8,2166.16544
38961,2006,9,6461.545433
38991,2006,10,7459.204308
39022,2006,11,19726.6763
39052,2006,12,8638.936847
39083,2007,1,12288.18823
39114,2007,2,8150.921631
39142,2007,3,31101.33999
39173,2007,4,21956.954
39203,2007,5,7042.872162
39234,2007,6,3831.041169
39264,2007,7,2272.42029
39295,2007,8,3080.262574
39326,2007,9,1736.352207
39356,2007,10,2211.821271
39387,2007,11,2879.669448
39417,2007,12,9394.111121
39448,2008,1,8040.143804
39479,2008,2,14759.81348
39508,2008,3,21702.40789
39539,2008,4,20128.16194
39569,2008,5,29819.56551
39600,2008,6,8427.828299
39630,2008,7,4238.328649
39661,2008,8,2358.655296
39692,2008,9,3914.849407
39722,2008,10,2836.641566
39753,2008,11,2813.283677
39783,2008,12,14153.39278
39814,2009,1,10248.56709
39845,2009,2,7813.948293
39873,2009,3,5509.105853
39904,2009,4,17885.66127
39934,2009,5,25046.17398
39965,2009,6,14127.23674
39995,2009,7,3575.391143
40026,2009,8,3466.72941
40057,2009,9,2037.046796
40087,2009,10,4200.707175
40118,2009,11,6822.111653
40148,2009,12,23040.44627
40179,2010,1,25888.95424
40210,2010,2,14821.55456
40238,2010,3,44775.63399
40269,2010,4,13130.4014
40299,2010,5,10488.64426
40330,2010,6,5403.584671
40360,2010,7,2207.234729
40391,2010,8,1858.987133
40422,2010,9,1571.193626
40452,2010,10,4649.011803
40483,2010,11,3651.301374
40513,2010,12,8710.923303
40544,2011,1,3131.716212
40575,2011,2,10981.359
40603,2011,3,32506.6987
40634,2011,4,42340.38615
40664,2011,5,32038.99564
40695,2011,6,7656.516678
40725,2011,7,3403.483002
40756,2011,8,2361.255524
40787,2011,9,13311.93259
40817,2011,10,11042.7296
40848,2011,11,16293.53923
40878,2011,12,22674.03272
40909,2012,1,17208.32016
40940,2012,2,10421.37977
40969,2012,3,18583.74195
41000,2012,4,7692.539412
41030,2012,5,10445.5859
41061,2012,6,6381.595518
41091,2012,7,3500.338141
41122,2012,8,3783.948919
41153,2012,9,5011.061444
41183,2012,10,11156.38432
41214,2012,11,10020.67265
41244,2012,12,8210.190038
41275,2013,1,17764.30097
41306,2013,2,19018.3117
41334,2013,3,19568.91674
41365,2013,4,14873.92918
41395,2013,5,18599.6018
41426,2013,6,10336.37977
41456,2013,7,6465.546408
41487,2013,8,4126.431783
41518,2013,9,2794.941532
41548,2013,10,5970.270772
41579,2013,11,3861.922058
41609,2013,12,20138.32513
41640,2014,1,14475.3355
41671,2014,2,26760.88869
41699,2014,3,18824.38312
41730,2014,4,17557.22358
41760,2014,5,31386.08841
41791,2014,6,12137.37745
41821,2014,7,4866.773441
41852,2014,8,3366.561332
41883,2014,9,2259.04742
41913,2014,10,3883.245865
41944,2014,11,3354.121946
41974,2014,12,9788.949521
42005,2015,1,8167.534025
42036,2015,2,6711.999279
42064,2015,3,23191.16845
42095,2015,4,17986.80013
42125,2015,5,8751.982882
42156,2015,6,10659.01672
42186,2015,7,8343.191037
42217,2015,8,2646.110257
42248,2015,9,2453.236785
42278,2015,10,8014.154535
42309,2015,11,5931.278942
42339,2015,12,11776.6836
42370,2016,1,12655.38399
42401,2016,2,37173.05726
42430,2016,3,13792.58326
42461,2016,4,7141.029171
42491,2016,5,19407.18539
42522,2016,6,11191.11919
42552,2016,7,4632.554425
42583,2016,8,3672.959856
42614,2016,9,2108.988193
42644,2016,10,4320.858749
42675,2016,11,1996.652909
42705,2016,12,5135.720568
42736,2017,1,14390.87721
42767,2017,2,8711.447259
42795,2017,3,10450.83587
42826,2017,4,15139.09085
42856,2017,5,25456.96086
42887,2017,6,7995.629334
42917,2017,7,6322.039461
42948,2017,8,6275.674994
42979,2017,9,2580.808256
43009,2017,10,3447.407423
43040,2017,11,6836.094654
43070,2017,12,3111.046755
43101,2018,1,6346.00339
43132,2018,2,19898.85945
43160,2018,3,12877.17673
43191,2018,4,23026.27633
43221,2018,5,32737.38711
43252,2018,6,38486.3761
43282,2018,7,13087.60652
43313,2018,8,20458.34856
43344,2018,9,46642.72523
43374,2018,10,16932.75849
43405,2018,11,37756.71409
43435,2018,12,39754.31663
43466,2019,1,29354.37753
43497,2019,2,30888.9023
43525,2019,3,29492.59259
43556,2019,4,21751.64321
43586,2019,5,25219.75663
43617,2019,6,8155.288206
43647,2019,7,8634.527404
43678,2019,8,3901.665372
43709,2019,9,2341.342796
