Year,Month,Day,"Lfalls flow, mgd"
1949,1,9,28131
1949,1,10,21154
1949,1,11,16978
1949,1,12,14470
1949,1,13,12806
1949,1,14,11855
1949,1,15,11318
1949,1,16,10488
1949,1,17,10067
1949,1,18,9464
1949,1,19,9044
1949,1,20,8885
1949,1,21,8453
1949,1,22,10679
1949,1,23,10446
1949,1,24,11797
1949,1,25,14473
1949,1,26,15754
1949,1,27,21419
1949,1,28,34585
1949,1,29,44336
1949,1,30,37965
1949,1,31,26754
1949,2,1,20087
1949,2,2,16165
1949,2,3,13384
1949,2,4,12595
1949,2,5,14155
1949,2,6,17123
1949,2,7,22127
1949,2,8,19646
1949,2,9,18552
1949,2,10,16614
1949,2,11,15154
1949,2,12,13871
1949,2,13,12789
1949,2,14,11521
1949,2,15,11171
1949,2,16,11607
1949,2,17,13102
1949,2,18,12478
1949,2,19,12539
1949,2,20,13323
1949,2,21,15139
1949,2,22,15698
1949,2,23,15921
1949,2,24,14737
1949,2,25,15034
1949,2,26,14072
1949,2,27,12468
1949,2,28,11609
1949,3,1,10745
1949,3,2,9937
1949,3,3,9259
1949,3,4,8035
1949,3,5,7503
1949,3,6,7291
1949,3,7,7526
1949,3,8,7639
1949,3,9,7928
1949,3,10,7788
1949,3,11,7582
1949,3,12,7406
1949,3,13,7173
1949,3,14,6822
1949,3,15,6104
1949,3,16,5763
1949,3,17,5662
1949,3,18,6096
1949,3,19,6504
1949,3,20,6162
1949,3,21,6209
1949,3,22,6444
1949,3,23,9349
1949,3,24,7541
1949,3,25,8246
1949,3,26,9957
1949,3,27,9201
1949,3,28,8594
1949,3,29,7940
1949,3,30,7321
1949,3,31,6443
1949,4,1,6151
1949,4,2,5999
1949,4,3,6577
1949,4,4,7080
1949,4,5,6574
1949,4,6,7864
1949,4,7,8286
1949,4,8,8584
1949,4,9,9353
1949,4,10,9252
1949,4,11,9209
1949,4,12,8876
1949,4,13,8516
1949,4,14,11494
1949,4,15,16937
1949,4,16,27204
1949,4,17,19567
1949,4,18,14194
1949,4,19,12484
1949,4,20,11141
1949,4,21,9646
1949,4,22,8452
1949,4,23,7528
1949,4,24,7273
1949,4,25,7032
1949,4,26,6675
1949,4,27,6095
1949,4,28,5709
1949,4,29,5562
1949,4,30,5087
1949,5,1,5179
1949,5,2,5494
1949,5,3,7161
1949,5,4,8910
1949,5,5,10899
1949,5,6,8979
1949,5,7,7445
1949,5,8,6881
1949,5,9,6506
1949,5,10,7086
1949,5,11,6889
1949,5,12,7689
1949,5,13,7710
1949,5,14,6950
1949,5,15,6572
1949,5,16,6376
1949,5,17,5855
1949,5,18,5658
1949,5,19,5464
1949,5,20,5456
1949,5,21,5490
1949,5,22,5858
1949,5,23,8172
1949,5,24,7121
1949,5,25,13228
1949,5,26,12942
1949,5,27,10010
1949,5,28,8214
1949,5,29,6997
1949,5,30,6156
1949,5,31,5121
1949,6,1,4299
1949,6,2,3967
1949,6,3,3746
1949,6,4,3527
1949,6,5,3310
1949,6,6,3210
1949,6,7,3001
1949,6,8,2796
1949,6,9,2717
1949,6,10,2609
1949,6,11,2495
1949,6,12,2494
1949,6,13,2444
1949,6,14,2344
1949,6,15,2307
1949,6,16,2256
1949,6,17,2514
1949,6,18,2626
1949,6,19,6387
1949,6,20,75542
1949,6,21,47234
1949,6,22,20997
1949,6,23,14861
1949,6,24,11121
1949,6,25,8070
1949,6,26,6029
1949,6,27,4019
1949,6,28,3209
1949,6,29,3556
1949,6,30,5679
1949,7,1,22140
1949,7,2,13678
1949,7,3,9879
1949,7,4,7866
1949,7,5,6341
1949,7,6,5356
1949,7,7,4225
1949,7,8,3770
1949,7,9,3659
1949,7,10,5550
1949,7,11,5670
1949,7,12,6108
1949,7,13,16226
1949,7,14,27958
1949,7,15,25557
1949,7,16,17250
1949,7,17,19309
1949,7,18,18171
1949,7,19,53190
1949,7,20,37751
1949,7,21,19431
1949,7,22,16284
1949,7,23,12585
1949,7,24,10083
1949,7,25,8547
1949,7,26,7076
1949,7,27,6159
1949,7,28,5541
1949,7,29,5306
1949,7,30,4554
1949,7,31,5885
1949,8,1,5170
1949,8,2,4548
1949,8,3,4149
1949,8,4,4188
1949,8,5,4058
1949,8,6,4690
1949,8,7,3959
1949,8,8,3968
1949,8,9,4116
1949,8,10,3839
1949,8,11,3313
1949,8,12,2954
1949,8,13,2909
1949,8,14,2969
1949,8,15,3007
1949,8,16,2817
1949,8,17,3004
1949,8,18,7694
1949,8,19,9351
1949,8,20,12798
1949,8,21,12473
1949,8,22,8655
1949,8,23,6450
1949,8,24,5376
1949,8,25,4554
1949,8,26,3972
1949,8,27,3781
1949,8,28,3764
1949,8,29,3745
1949,8,30,4088
1949,8,31,7464
1949,9,1,11020
1949,9,2,8149
1949,9,3,6161
1949,9,4,5356
1949,9,5,4582
1949,9,6,3865
1949,9,7,3484
1949,9,8,3176
1949,9,9,3426
1949,9,10,3128
1949,9,11,2897
1949,9,12,2773
1949,9,13,2739
1949,9,14,2761
1949,9,15,3183
1949,9,16,2978
1949,9,17,2647
1949,9,18,2563
1949,9,19,2853
1949,9,20,3012
1949,9,21,2611
1949,9,22,2456
1949,9,23,2516
1949,9,24,2270
1949,9,25,2010
1949,9,26,1827
1949,9,27,1806
1949,9,28,1981
1949,9,29,2019
1949,9,30,2240
1949,10,1,2363
1949,10,2,2024
1949,10,3,1794
1949,10,4,1958
1949,10,5,2090
1949,10,6,2069
1949,10,7,2140
1949,10,8,2053
1949,10,9,2072
1949,10,10,2156
1949,10,11,1937
1949,10,12,1830
1949,10,13,1728
1949,10,14,1599
1949,10,15,1510
1949,10,16,1590
1949,10,17,1654
1949,10,18,1547
1949,10,19,1518
1949,10,20,1540
1949,10,21,1541
1949,10,22,1587
1949,10,23,1577
1949,10,24,1499
1949,10,25,1416
1949,10,26,1699
1949,10,27,1784
1949,10,28,2163
1949,10,29,2709
1949,10,30,2746
1949,10,31,3341
1949,11,1,4943
1949,11,2,6050
1949,11,3,6785
1949,11,4,8119
1949,11,5,8109
1949,11,6,6698
1949,11,7,5381
1949,11,8,4563
1949,11,9,4008
1949,11,10,3605
1949,11,11,3362
1949,11,12,3108
1949,11,13,2940
1949,11,14,2791
1949,11,15,2821
1949,11,16,2738
1949,11,17,2822
1949,11,18,2846
1949,11,19,2804
1949,11,20,2686
1949,11,21,2583
1949,11,22,2391
1949,11,23,2260
1949,11,24,2163
1949,11,25,2212
1949,11,26,2252
1949,11,27,2267
1949,11,28,2247
1949,11,29,2357
1949,11,30,2389
1949,12,1,3435
1949,12,2,6703
1949,12,3,5902
1949,12,4,4858
1949,12,5,4170
1949,12,6,3693
1949,12,7,2895
1949,12,8,2310
1949,12,9,1972
1949,12,10,2151
1949,12,11,2483
1949,12,12,2664
1949,12,13,2937
1949,12,14,4170
1949,12,15,4880
1949,12,16,5591
1949,12,17,5958
1949,12,18,5346
1949,12,19,4762
1949,12,20,4561
1949,12,21,4336
1949,12,22,4145
1949,12,23,4053
1949,12,24,4562
1949,12,25,4721
1949,12,26,5158
1949,12,27,6221
1949,12,28,12048
1949,12,29,14777
1949,12,30,14188
1949,12,31,11618
1950,1,1,9416
1950,1,2,7887
1950,1,3,7137
1950,1,4,6527
1950,1,5,6327
1950,1,6,6029
1950,1,7,6146
1950,1,8,6171
1950,1,9,6270
1950,1,10,5926
1950,1,11,5763
1950,1,12,5538
1950,1,13,5503
1950,1,14,5438
1950,1,15,5187
1950,1,16,5140
1950,1,17,5331
1950,1,18,5239
1950,1,19,5078
1950,1,20,4934
1950,1,21,4535
1950,1,22,4429
1950,1,23,4042
1950,1,24,3922
1950,1,25,3822
1950,1,26,3718
1950,1,27,3752
1950,1,28,3676
1950,1,29,3471
1950,1,30,3525
1950,1,31,4577
1950,2,1,6145
1950,2,2,24168
1950,2,3,47945
1950,2,4,44324
1950,2,5,30649
1950,2,6,20510
1950,2,7,15141
1950,2,8,11723
1950,2,9,9686
1950,2,10,12575
1950,2,11,16123
1950,2,12,16014
1950,2,13,13203
1950,2,14,13293
1950,2,15,18484
1950,2,16,22974
1950,2,17,22694
1950,2,18,18059
1950,2,19,14143
1950,2,20,11429
1950,2,21,10017
1950,2,22,8852
1950,2,23,8140
1950,2,24,7403
1950,2,25,7070
1950,2,26,6812
1950,2,27,6347
1950,2,28,5828
1950,3,1,5576
1950,3,2,5436
1950,3,3,4856
1950,3,4,5002
1950,3,5,4823
1950,3,6,4721
1950,3,7,4444
1950,3,8,4498
1950,3,9,4794
1950,3,10,4590
1950,3,11,4594
1950,3,12,4837
1950,3,13,5394
1950,3,14,6683
1950,3,15,8508
1950,3,16,11947
1950,3,17,9670
1950,3,18,8505
1950,3,19,7653
1950,3,20,7502
1950,3,21,8219
1950,3,22,9703
1950,3,23,26754
1950,3,24,33671
1950,3,25,35806
1950,3,26,31730
1950,3,27,26202
1950,3,28,20876
1950,3,29,18711
1950,3,30,20086
1950,3,31,17240
1950,4,1,13235
1950,4,2,10655
1950,4,3,9195
1950,4,4,8187
1950,4,5,6994
1950,4,6,5854
1950,4,7,5525
1950,4,8,5759
1950,4,9,5985
1950,4,10,5542
1950,4,11,5445
1950,4,12,5129
1950,4,13,4994
1950,4,14,4673
1950,4,15,4548
1950,4,16,4415
1950,4,17,4464
1950,4,18,4294
1950,4,19,4215
1950,4,20,4175
1950,4,21,4230
1950,4,22,4226
1950,4,23,4166
1950,4,24,4215
1950,4,25,4240
1950,4,26,4411
1950,4,27,7308
1950,4,28,8032
1950,4,29,7069
1950,4,30,6488
1950,5,1,6017
1950,5,2,5505
1950,5,3,6576
1950,5,4,8307
1950,5,5,13425
1950,5,6,15258
1950,5,7,13236
1950,5,8,11301
1950,5,9,9219
1950,5,10,7575
1950,5,11,6492
1950,5,12,5819
1950,5,13,5502
1950,5,14,5286
1950,5,15,5940
1950,5,16,8749
1950,5,17,12836
1950,5,18,18147
1950,5,19,22520
1950,5,20,26435
1950,5,21,18224
1950,5,22,13316
1950,5,23,10379
1950,5,24,8728
1950,5,25,8418
1950,5,26,7558
1950,5,27,7348
1950,5,28,6865
1950,5,29,6565
1950,5,30,9981
1950,5,31,14462
1950,6,1,12605
1950,6,2,17437
1950,6,3,16418
1950,6,4,14192
1950,6,5,12307
1950,6,6,10571
1950,6,7,8770
1950,6,8,7565
1950,6,9,6681
1950,6,10,6149
1950,6,11,6387
1950,6,12,5822
1950,6,13,5613
1950,6,14,5425
1950,6,15,5148
1950,6,16,4705
1950,6,17,4404
1950,6,18,4127
1950,6,19,3864
1950,6,20,3658
1950,6,21,3947
1950,6,22,3847
1950,6,23,3944
1950,6,24,3783
1950,6,25,3405
1950,6,26,3124
1950,6,27,2936
1950,6,28,2636
1950,6,29,3079
1950,6,30,3337
1950,7,1,3005
1950,7,2,2722
1950,7,3,2424
1950,7,4,2177
1950,7,5,2031
1950,7,6,2153
1950,7,7,2351
1950,7,8,2367
1950,7,9,2265
1950,7,10,2229
1950,7,11,2678
1950,7,12,3458
1950,7,13,3028
1950,7,14,2744
1950,7,15,3303
1950,7,16,4857
1950,7,17,3766
1950,7,18,3839
1950,7,19,3439
1950,7,20,3231
1950,7,21,3246
1950,7,22,2972
1950,7,23,2749
1950,7,24,2529
1950,7,25,2392
1950,7,26,2412
1950,7,27,2405
1950,7,28,2374
1950,7,29,2116
1950,7,30,1970
1950,7,31,1852
1950,8,1,1919
1950,8,2,1896
1950,8,3,1746
1950,8,4,1690
1950,8,5,1638
1950,8,6,1596
1950,8,7,1558
1950,8,8,1379
1950,8,9,1352
1950,8,10,1417
1950,8,11,1363
1950,8,12,1278
1950,8,13,1243
1950,8,14,1305
1950,8,15,1279
1950,8,16,1231
1950,8,17,1359
1950,8,18,1354
1950,8,19,1169
1950,8,20,1704
1950,8,21,1406
1950,8,22,2420
1950,8,23,2229
1950,8,24,1916
1950,8,25,1873
1950,8,26,1631
1950,8,27,1547
1950,8,28,1516
1950,8,29,1479
1950,8,30,1600
1950,8,31,1593
1950,9,1,1629
1950,9,2,2106
1950,9,3,2180
1950,9,4,2248
1950,9,5,2350
1950,9,6,2402
1950,9,7,2351
1950,9,8,2260
1950,9,9,2058
1950,9,10,2451
1950,9,11,5804
1950,9,12,5765
1950,9,13,10876
1950,9,14,12509
1950,9,15,19969
1950,9,16,18244
1950,9,17,10498
1950,9,18,7201
1950,9,19,5491
1950,9,20,4468
1950,9,21,3552
1950,9,22,4407
1950,9,23,9483
1950,9,24,15162
1950,9,25,12158
1950,9,26,9218
1950,9,27,6972
1950,9,28,5698
1950,9,29,4769
1950,9,30,3386
1950,10,1,2359
1950,10,2,1994
1950,10,3,2570
1950,10,4,2727
1950,10,5,2722
1950,10,6,2585
1950,10,7,2483
1950,10,8,2432
1950,10,9,3081
1950,10,10,7709
1950,10,11,11149
1950,10,12,9027
1950,10,13,7352
1950,10,14,6219
1950,10,15,5483
1950,10,16,4944
1950,10,17,4521
1950,10,18,3971
1950,10,19,3559
1950,10,20,3223
1950,10,21,2889
1950,10,22,2727
1950,10,23,3787
1950,10,24,4527
1950,10,25,4134
1950,10,26,3994
1950,10,27,3745
1950,10,28,3545
1950,10,29,3438
1950,10,30,3271
1950,10,31,3181
1950,11,1,3223
1950,11,2,3633
1950,11,3,3605
1950,11,4,3679
1950,11,5,3831
1950,11,6,6098
1950,11,7,13621
1950,11,8,11851
1950,11,9,9182
1950,11,10,7521
1950,11,11,6336
1950,11,12,5466
1950,11,13,4444
1950,11,14,3858
1950,11,15,3430
1950,11,16,3401
1950,11,17,3237
1950,11,18,3150
1950,11,19,3057
1950,11,20,2963
1950,11,21,3059
1950,11,22,2881
1950,11,23,3021
1950,11,24,2985
1950,11,25,11126
1950,11,26,41852
1950,11,27,30221
1950,11,28,14791
1950,11,29,9937
1950,11,30,8120
1950,12,1,7145
1950,12,2,6572
1950,12,3,6186
1950,12,4,21215
1950,12,5,66270
1950,12,6,81260
1950,12,7,40930
1950,12,8,35172
1950,12,9,59001
1950,12,10,59661
1950,12,11,33497
1950,12,12,23573
1950,12,13,18098
1950,12,14,14309
1950,12,15,11904
1950,12,16,10905
1950,12,17,10144
1950,12,18,9655
1950,12,19,9178
1950,12,20,8012
1950,12,21,7090
1950,12,22,6801
1950,12,23,6348
1950,12,24,6327
1950,12,25,6743
1950,12,26,6793
1950,12,27,6908
1950,12,28,7094
1950,12,29,6344
1950,12,30,6736
1950,12,31,6523
1951,1,1,6269
1951,1,2,5919
1951,1,3,5453
1951,1,4,5660
1951,1,5,7361
1951,1,6,10326
1951,1,7,13631
1951,1,8,11888
1951,1,9,10630
1951,1,10,9190
1951,1,11,8086
1951,1,12,7279
1951,1,13,6786
1951,1,14,6230
1951,1,15,7232
1951,1,16,13581
1951,1,17,20025
1951,1,18,17357
1951,1,19,13212
1951,1,20,11505
1951,1,21,11034
1951,1,22,10793
1951,1,23,9474
1951,1,24,8239
1951,1,25,9584
1951,1,26,11279
1951,1,27,11605
1951,1,28,10144
1951,1,29,8837
1951,1,30,8949
1951,1,31,10083
1951,2,1,10437
1951,2,2,12196
1951,2,3,34066
1951,2,4,34055
1951,2,5,20499
1951,2,6,15671
1951,2,7,18860
1951,2,8,28367
1951,2,9,28418
1951,2,10,19918
1951,2,11,13773
1951,2,12,12391
1951,2,13,13946
1951,2,14,17134
1951,2,15,20767
1951,2,16,18011
1951,2,17,16253
1951,2,18,17412
1951,2,19,18169
1951,2,20,18760
1951,2,21,21521
1951,2,22,32916
1951,2,23,34981
1951,2,24,26867
1951,2,25,20773
1951,2,26,17220
1951,2,27,14491
1951,2,28,12683
1951,3,1,11114
1951,3,2,10198
1951,3,3,9381
1951,3,4,9021
1951,3,5,9625
1951,3,6,9970
1951,3,7,9761
1951,3,8,9549
1951,3,9,8847
1951,3,10,9818
1951,3,11,9820
1951,3,12,8843
1951,3,13,8189
1951,3,14,10311
1951,3,15,17663
1951,3,16,22889
1951,3,17,16382
1951,3,18,12966
1951,3,19,11329
1951,3,20,14944
1951,3,21,19419
1951,3,22,24312
1951,3,23,21681
1951,3,24,18151
1951,3,25,15402
1951,3,26,14462
1951,3,27,14150
1951,3,28,12303
1951,3,29,10852
1951,3,30,10213
1951,3,31,14192
1951,4,1,43484
1951,4,2,35905
1951,4,3,26362
1951,4,4,22031
1951,4,5,19940
1951,4,6,17208
1951,4,7,14720
1951,4,8,12168
1951,4,9,10645
1951,4,10,10236
1951,4,11,12049
1951,4,12,15865
1951,4,13,22560
1951,4,14,35529
1951,4,15,34293
1951,4,16,24511
1951,4,17,18550
1951,4,18,15026
1951,4,19,12485
1951,4,20,10957
1951,4,21,9630
1951,4,22,8564
1951,4,23,8452
1951,4,24,9091
1951,4,25,9045
1951,4,26,8491
1951,4,27,8149
1951,4,28,7971
1951,4,29,8043
1951,4,30,8340
1951,5,1,9681
1951,5,2,11747
1951,5,3,10716
1951,5,4,9743
1951,5,5,9325
1951,5,6,10325
1951,5,7,10800
1951,5,8,12460
1951,5,9,10966
1951,5,10,9367
1951,5,11,8611
1951,5,12,10330
1951,5,13,11542
1951,5,14,13759
1951,5,15,11120
1951,5,16,9188
1951,5,17,7907
1951,5,18,7212
1951,5,19,6601
1951,5,20,6114
1951,5,21,5671
1951,5,22,5318
1951,5,23,5081
1951,5,24,4980
1951,5,25,5215
1951,5,26,5037
1951,5,27,4944
1951,5,28,4609
1951,5,29,4480
1951,5,30,4161
1951,5,31,3915
1951,6,1,3868
1951,6,2,3751
1951,6,3,3767
1951,6,4,5734
1951,6,5,5295
1951,6,6,4090
1951,6,7,3758
1951,6,8,3736
1951,6,9,4339
1951,6,10,6536
1951,6,11,11999
1951,6,12,18014
1951,6,13,20354
1951,6,14,36402
1951,6,15,67011
1951,6,16,45495
1951,6,17,24487
1951,6,18,15665
1951,6,19,11147
1951,6,20,8745
1951,6,21,6277
1951,6,22,4412
1951,6,23,4043
1951,6,24,5490
1951,6,25,5907
1951,6,26,5392
1951,6,27,5209
1951,6,28,4777
1951,6,29,5205
1951,6,30,5984
1951,7,1,6277
1951,7,2,5502
1951,7,3,5111
1951,7,4,4658
1951,7,5,4260
1951,7,6,5464
1951,7,7,4274
1951,7,8,3475
1951,7,9,3089
1951,7,10,2972
1951,7,11,2939
1951,7,12,2813
1951,7,13,3248
1951,7,14,4386
1951,7,15,3563
1951,7,16,3373
1951,7,17,3342
1951,7,18,3560
1951,7,19,3234
1951,7,20,3492
1951,7,21,3201
1951,7,22,3172
1951,7,23,2992
1951,7,24,2783
1951,7,25,2676
1951,7,26,2670
1951,7,27,2553
1951,7,28,2705
1951,7,29,4156
1951,7,30,3465
1951,7,31,2833
1951,8,1,2573
1951,8,2,2381
1951,8,3,2308
1951,8,4,2166
1951,8,5,2065
1951,8,6,1953
1951,8,7,1938
1951,8,8,1759
1951,8,9,1663
1951,8,10,1667
1951,8,11,1768
1951,8,12,3152
1951,8,13,3017
1951,8,14,3128
1951,8,15,2774
1951,8,16,2311
1951,8,17,2091
1951,8,18,2041
1951,8,19,1978
1951,8,20,1856
1951,8,21,1730
1951,8,22,1566
1951,8,23,1599
1951,8,24,1551
1951,8,25,1495
1951,8,26,1380
1951,8,27,1423
1951,8,28,1435
1951,8,29,1506
1951,8,30,1450
1951,8,31,1342
1951,9,1,1434
1951,9,2,1459
1951,9,3,1392
1951,9,4,1314
1951,9,5,1399
1951,9,6,1482
1951,9,7,1444
1951,9,8,1221
1951,9,9,1296
1951,9,10,1382
1951,9,11,1334
1951,9,12,1333
1951,9,13,1330
1951,9,14,1427
1951,9,15,1413
1951,9,16,1441
1951,9,17,1346
1951,9,18,1274
1951,9,19,1274
1951,9,20,1269
1951,9,21,1298
1951,9,22,1323
1951,9,23,1282
1951,9,24,1247
1951,9,25,1229
1951,9,26,1211
1951,9,27,1185
1951,9,28,1199
1951,9,29,1084
1951,9,30,1011
1951,10,1,980
1951,10,2,1038
1951,10,3,1017
1951,10,4,1031
1951,10,5,1037
1951,10,6,1031
1951,10,7,1045
1951,10,8,1116
1951,10,9,960
1951,10,10,1083
1951,10,11,1161
1951,10,12,1115
1951,10,13,1147
1951,10,14,1122
1951,10,15,1133
1951,10,16,1138
1951,10,17,1162
1951,10,18,1186
1951,10,19,1218
1951,10,20,1187
1951,10,21,1138
1951,10,22,1140
1951,10,23,1123
1951,10,24,1195
1951,10,25,1349
1951,10,26,1244
1951,10,27,1208
1951,10,28,1273
1951,10,29,1235
1951,10,30,1164
1951,10,31,1099
1951,11,1,1299
1951,11,2,1496
1951,11,3,2281
1951,11,4,2507
1951,11,5,2529
1951,11,6,2108
1951,11,7,2561
1951,11,8,3407
1951,11,9,3651
1951,11,10,2743
1951,11,11,2436
1951,11,12,2288
1951,11,13,2075
1951,11,14,1830
1951,11,15,1853
1951,11,16,1744
1951,11,17,1616
1951,11,18,1522
1951,11,19,1609
1951,11,20,1619
1951,11,21,1566
1951,11,22,1536
1951,11,23,1491
1951,11,24,1451
1951,11,25,1481
1951,11,26,1597
1951,11,27,1579
1951,11,28,1947
1951,11,29,1998
1951,11,30,2219
1951,12,1,2446
1951,12,2,2147
1951,12,3,1943
1951,12,4,1753
1951,12,5,2343
1951,12,6,6308
1951,12,7,6611
1951,12,8,5737
1951,12,9,5224
1951,12,10,4544
1951,12,11,3894
1951,12,12,3440
1951,12,13,3121
1951,12,14,2919
1951,12,15,2924
1951,12,16,2282
1951,12,17,2714
1951,12,18,2334
1951,12,19,2182
1951,12,20,2550
1951,12,21,3512
1951,12,22,4677
1951,12,23,5268
1951,12,24,11421
1951,12,25,12703
1951,12,26,9217
1951,12,27,7613
1951,12,28,6664
1951,12,29,5695
1951,12,30,5214
1951,12,31,6258
1952,1,1,8717
1952,1,2,18358
1952,1,3,34739
1952,1,4,33871
1952,1,5,25740
1952,1,6,19777
1952,1,7,17003
1952,1,8,14223
1952,1,9,10584
1952,1,10,9531
1952,1,11,10695
1952,1,12,12008
1952,1,13,13399
1952,1,14,11564
1952,1,15,9480
1952,1,16,8503
1952,1,17,8308
1952,1,18,7740
1952,1,19,8026
1952,1,20,8003
1952,1,21,9795
1952,1,22,9557
1952,1,23,9629
1952,1,24,8699
1952,1,25,8737
1952,1,26,9363
1952,1,27,12470
1952,1,28,24193
1952,1,29,41057
1952,1,30,35180
1952,1,31,25306
1952,2,1,17965
1952,2,2,14008
1952,2,3,11780
1952,2,4,15759
1952,2,5,26056
1952,2,6,34158
1952,2,7,25421
1952,2,8,18295
1952,2,9,14274
1952,2,10,11955
1952,2,11,10371
1952,2,12,9011
1952,2,13,7867
1952,2,14,6894
1952,2,15,6681
1952,2,16,6551
1952,2,17,7490
1952,2,18,7977
1952,2,19,8227
1952,2,20,8936
1952,2,21,8724
1952,2,22,7850
1952,2,23,7352
1952,2,24,7032
1952,2,25,6451
1952,2,26,6025
1952,2,27,5654
1952,2,28,5483
1952,2,29,5318
1952,3,1,5131
1952,3,2,5166
1952,3,3,5193
1952,3,4,5211
1952,3,5,5933
1952,3,6,6281
1952,3,7,6871
1952,3,8,7079
1952,3,9,7284
1952,3,10,6913
1952,3,11,8404
1952,3,12,36044
1952,3,13,65728
1952,3,14,41727
1952,3,15,26658
1952,3,16,19857
1952,3,17,15093
1952,3,18,12448
1952,3,19,12072
1952,3,20,17019
1952,3,21,19375
1952,3,22,21319
1952,3,23,20195
1952,3,24,24317
1952,3,25,28671
1952,3,26,25577
1952,3,27,19519
1952,3,28,15840
1952,3,29,12780
1952,3,30,10744
1952,3,31,9144
1952,4,1,8126
1952,4,2,8922
1952,4,3,10310
1952,4,4,9896
1952,4,5,9925
1952,4,6,12718
1952,4,7,17621
1952,4,8,19738
1952,4,9,15636
1952,4,10,13187
1952,4,11,11769
1952,4,12,10225
1952,4,13,9457
1952,4,14,13018
1952,4,15,15962
1952,4,16,14952
1952,4,17,18651
1952,4,18,17268
1952,4,19,14624
1952,4,20,12620
1952,4,21,10825
1952,4,22,9491
1952,4,23,8469
1952,4,24,8094
1952,4,25,11724
1952,4,26,25932
1952,4,27,61893
1952,4,28,86442
1952,4,29,93814
1952,4,30,77768
1952,5,1,44286
1952,5,2,29722
1952,5,3,22283
1952,5,4,16752
1952,5,5,13757
1952,5,6,11794
1952,5,7,11284
1952,5,8,13527
1952,5,9,12991
1952,5,10,11323
1952,5,11,10471
1952,5,12,15785
1952,5,13,32046
1952,5,14,32572
1952,5,15,21275
1952,5,16,15524
1952,5,17,13331
1952,5,18,11725
1952,5,19,11036
1952,5,20,10509
1952,5,21,9690
1952,5,22,10974
1952,5,23,12131
1952,5,24,10595
1952,5,25,9649
1952,5,26,19392
1952,5,27,20988
1952,5,28,15098
1952,5,29,11436
1952,5,30,9429
1952,5,31,8463
1952,6,1,7822
1952,6,2,7218
1952,6,3,6484
1952,6,4,5818
1952,6,5,6161
1952,6,6,5812
1952,6,7,5231
1952,6,8,4776
1952,6,9,4486
1952,6,10,4538
1952,6,11,4689
1952,6,12,3978
1952,6,13,3787
1952,6,14,3658
1952,6,15,3619
1952,6,16,3570
1952,6,17,3739
1952,6,18,3629
1952,6,19,3640
1952,6,20,3441
1952,6,21,3333
1952,6,22,3275
1952,6,23,4316
1952,6,24,5629
1952,6,25,5823
1952,6,26,6010
1952,6,27,5460
1952,6,28,5091
1952,6,29,4404
1952,6,30,4106
1952,7,1,4058
1952,7,2,4205
1952,7,3,4206
1952,7,4,3671
1952,7,5,3320
1952,7,6,2913
1952,7,7,2677
1952,7,8,3933
1952,7,9,5086
1952,7,10,10074
1952,7,11,8122
1952,7,12,5835
1952,7,13,4763
1952,7,14,4097
1952,7,15,3568
1952,7,16,3188
1952,7,17,3185
1952,7,18,3534
1952,7,19,3846
1952,7,20,3051
1952,7,21,2678
1952,7,22,2564
1952,7,23,2435
1952,7,24,2369
1952,7,25,2325
1952,7,26,2006
1952,7,27,1983
1952,7,28,1981
1952,7,29,1772
1952,7,30,1736
1952,7,31,1589
1952,8,1,1667
1952,8,2,1851
1952,8,3,2250
1952,8,4,1864
1952,8,5,1758
1952,8,6,1779
1952,8,7,2384
1952,8,8,2710
1952,8,9,3358
1952,8,10,3870
1952,8,11,3471
1952,8,12,3127
1952,8,13,3064
1952,8,14,2532
1952,8,15,2359
1952,8,16,2232
1952,8,17,2063
1952,8,18,2084
1952,8,19,2067
1952,8,20,2564
1952,8,21,4069
1952,8,22,2909
1952,8,23,2471
1952,8,24,2110
1952,8,25,1989
1952,8,26,2082
1952,8,27,1940
1952,8,28,1781
1952,8,29,1745
1952,8,30,1652
1952,8,31,1550
1952,9,1,8447
1952,9,2,14274
1952,9,3,14862
1952,9,4,13711
1952,9,5,7574
1952,9,6,5314
1952,9,7,4384
1952,9,8,3882
1952,9,9,3461
1952,9,10,3229
1952,9,11,3010
1952,9,12,2791
1952,9,13,2515
1952,9,14,2381
1952,9,15,2145
1952,9,16,2170
1952,9,17,2093
1952,9,18,1951
1952,9,19,2171
1952,9,20,2207
1952,9,21,2190
1952,9,22,2418
1952,9,23,2517
1952,9,24,2261
1952,9,25,2161
1952,9,26,2060
1952,9,27,1988
1952,9,28,1892
1952,9,29,1791
1952,9,30,1671
1952,10,1,1628
1952,10,2,1588
1952,10,3,1716
1952,10,4,1700
1952,10,5,1662
1952,10,6,1618
1952,10,7,1594
1952,10,8,1559
1952,10,9,1527
1952,10,10,1591
1952,10,11,1650
1952,10,12,1811
1952,10,13,1875
1952,10,14,1766
1952,10,15,1526
1952,10,16,1765
1952,10,17,1666
1952,10,18,1574
1952,10,19,1571
1952,10,20,1489
1952,10,21,1413
1952,10,22,1379
1952,10,23,1366
1952,10,24,1377
1952,10,25,1405
1952,10,26,1393
1952,10,27,1381
1952,10,28,1291
1952,10,29,1323
1952,10,30,1362
1952,10,31,1511
1952,11,1,1341
1952,11,2,1341
1952,11,3,1426
1952,11,4,1395
1952,11,5,1311
